ID,x,y,kmeans
spot_944,11420,20762,2
spot_945,10413,22504,1
spot_946,9386,11770,2
spot_947,11397,5674,2
spot_948,7875,13513,2
spot_949,16956,9437,0
spot_950,19735,11319,0
spot_951,15959,17853,2
spot_952,10141,10173,2
spot_953,14452,22498,2
spot_954,7874,12933,2
spot_955,14941,12342,0
spot_956,8873,5968,2
spot_957,18719,6678,0
spot_958,10648,11623,2
spot_959,10148,14525,1
spot_960,4844,12647,1
spot_961,7633,20332,1
spot_962,14698,18290,2
spot_963,11665,15974,2
spot_964,8637,17139,1
spot_965,7129,20913,1
spot_966,12674,15392,2
spot_967,15963,20174,2
spot_968,9130,9304,2
spot_969,18985,16108,0
spot_970,17984,21332,0
spot_971,17203,6100,0
spot_972,4353,21643,1
spot_973,13442,22499,2
spot_974,12925,14666,2
spot_975,8637,16559,1
spot_976,10652,13944,1
spot_977,19982,7692,0
spot_978,12155,6398,2
spot_979,23034,22485,0
spot_980,12433,23081,2
spot_981,6115,18594,1
spot_982,4852,17870,1
spot_983,19228,9579,0
spot_984,19984,8562,0
spot_985,21243,6964,0
spot_986,15201,17419,2
spot_987,5363,21931,1
spot_988,11925,21341,2
spot_989,20003,21329,0
spot_990,20497,14364,0
spot_991,21004,15524,0
spot_992,8367,5678,2
spot_993,22510,10009,0
spot_994,15439,8279,0
spot_995,9641,13365,1
spot_996,15703,15387,0
spot_997,5098,13663,1
spot_998,7616,9306,2
spot_999,7863,6259,2
spot_1000,12409,7123,2
spot_1001,21008,18426,0
spot_1002,20241,11898,0
spot_1003,12181,23227,2
spot_1004,4351,20192,1
spot_1005,14690,13648,0
spot_1006,8619,5243,2
spot_1007,9391,14671,1
spot_1008,9646,16557,1
spot_1009,7371,14675,1
spot_1010,6619,17722,1
spot_1011,16468,20754,2
spot_1012,15966,22205,0
spot_1013,8646,22652,1
spot_1014,13927,9442,2
spot_1015,20989,5659,0
spot_1016,8376,11481,2
spot_1017,9398,19604,1
spot_1018,10157,20328,1
spot_1019,8630,12206,2
spot_1020,13178,15391,2
spot_1021,8384,16414,1
spot_1022,12179,21776,2
spot_1023,21253,13348,0
spot_1024,5603,13952,1
spot_1025,20486,6820,0
spot_1026,9136,12786,2
spot_1027,4860,22803,1
spot_1028,18724,10450,0
spot_1029,20757,19151,0
spot_1030,18486,19590,0
spot_1031,17974,14949,0
spot_1032,4100,21208,1
spot_1033,8893,19315,1
spot_1034,4095,17726,1
spot_1035,10644,8721,2
spot_1036,15448,13792,0
spot_1037,19241,17993,0
spot_1038,10391,8577,2
spot_1039,7633,20622,1
spot_1040,9637,10754,2
spot_1041,6352,8583,1
spot_1042,12916,8863,2
spot_1043,7385,23379,1
spot_1044,20255,20603,0
spot_1045,22783,23210,0
spot_1046,14449,21047,2
spot_1047,6611,12500,1
spot_1048,5356,17579,1
spot_1049,6114,17723,1
spot_1050,11659,12202,2
spot_1051,23035,23065,0
spot_1052,8897,21636,1
spot_1053,5858,15547,1
spot_1054,6857,8292,2
spot_1055,16951,6246,0
spot_1056,12175,19455,2
spot_1057,20741,8706,0
spot_1058,19997,17267,0
spot_1059,16719,19448,2
spot_1060,12667,11330,2
spot_1061,17477,19882,0
spot_1062,6863,12644,1
spot_1063,5868,21640,1
spot_1064,10134,5531,2
spot_1065,22021,20455,0
