barcode,x,y,original_cluster,mclust_seed_141,mclust_seed_549,mclust_seed_75,mclust_seed_492,mclust_seed_676,mclust_seed_179,mclust_seed_587,mclust_seed_592,mclust_seed_601,mclust_seed_916,mclust_seed_518,mclust_seed_339,mclust_seed_921,mclust_seed_423,mclust_seed_330,mclust_seed_388,mclust_seed_273,mclust_seed_286,mclust_seed_61,mclust_seed_807,mclust_seed_283,mclust_seed_127,mclust_seed_165,mclust_seed_952,mclust_seed_311,mclust_seed_597,mclust_seed_473,mclust_seed_594,mclust_seed_605,mclust_seed_101
152,-1.13119269534945,0.332545093260705,5,3,4,1,3,3,4,3,3,3,3,4,4,4,3,3,3,4,3,3,3,1,3,3,3,5,1,3,2,3,4
153,0.7225698356051,-1.59893730888143,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
154,-1.04498060978949,-0.214468194171786,3,3,4,1,3,3,4,3,3,3,3,4,4,4,3,3,3,4,3,3,3,1,3,3,3,5,1,3,4,3,4
155,8.07479704380967,1.93157952278852,1,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,1,5
156,7.65224029845558,-0.221069366671145,2,4,3,4,4,3,3,5,5,4,5,5,5,3,5,1,5,5,5,5,4,5,5,5,5,3,5,4,3,5,5
157,-2.10079490020871,-1.86308786040172,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,5,3,3,3,3,5,3,3,4,3,4
158,-0.583731494611129,-2.15987150557339,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
159,0.561692552175373,0.551090729422867,3,1,2,1,2,4,3,5,2,2,4,2,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
160,7.65628822520375,0.490823509171605,2,1,2,1,2,4,3,5,2,4,4,2,3,5,3,1,4,2,2,5,4,1,5,4,3,5,1,4,3,1,5
161,2.3434953361284,0.600880531128496,3,1,5,1,5,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
162,7.16729831462726,1.46858477033675,1,2,4,1,2,3,2,2,3,2,3,2,2,2,3,1,2,2,2,2,3,2,3,2,3,5,2,3,2,2,5
163,1.36281608440913,-1.05009656399488,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
164,10.0298219521064,0.590283090714365,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
165,-2.01980124879628,-1.82626033667475,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
166,5.53994471090846,0.706801183987409,5,3,4,3,3,3,5,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,4,3,4,4,3,3,4,3,3
167,-0.317874750588089,0.28903725091368,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
168,8.60458924807608,1.61690686829388,1,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,1,5
169,7.72720281057991,1.09719560947269,1,1,2,1,2,4,2,2,2,2,4,2,3,5,3,1,4,2,2,2,4,1,2,4,3,2,2,4,3,1,5
170,7.9404934879858,-0.583207663148642,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
171,0.8053770782426,1.85852865455672,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
172,6.50151044595987,1.46807530196384,5,3,4,3,3,3,5,3,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
173,10.4937028733548,-0.528424978256226,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
174,8.1840975494124,-0.424878345802426,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
175,6.58324359706603,-0.405266862362623,2,4,4,1,4,3,3,3,3,4,4,1,4,3,5,1,3,4,5,5,4,1,3,5,3,5,1,5,3,1,4
176,-0.426667365944013,0.815602401271462,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
177,9.13890394195914,-1.53814019402489,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
178,-2.54771990026347,-1.03119018720463,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4
179,-0.128170757321641,0.646890015341341,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
180,7.72249586856924,1.01129552349448,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
181,7.84521270613186,-0.972402109764516,2,1,1,5,4,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
182,9.23099421313964,-1.21775039937347,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
183,5.34968903078698,0.447735495399684,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
184,7.78372193570249,-0.874942576047033,2,4,3,4,4,5,3,5,5,5,5,3,5,3,5,5,5,5,5,5,4,4,5,1,5,3,5,1,5,5,1
185,0.73477023281157,-1.61660900805146,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
186,8.36402647616342,1.24335608212277,1,1,2,1,2,4,2,2,2,2,2,2,3,5,3,1,4,2,2,2,4,1,2,4,5,2,2,4,2,1,5
187,9.12516324594617,-0.403186331968755,2,4,3,4,4,5,3,1,5,5,5,3,5,3,5,5,1,5,1,1,1,4,1,1,5,3,4,1,5,4,1
188,0.683873891597614,1.15040306700394,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
189,5.52322734962218,0.172341042198241,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
190,1.81114364857785,-0.0840300670824945,3,1,5,1,5,4,3,5,5,1,4,1,3,5,1,1,5,3,1,4,1,1,5,4,5,3,1,1,3,1,5
191,-1.66956020821817,-1.74791557015851,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
192,8.08829950052314,1.90320388646796,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
193,5.75249473680742,1.64606052218005,5,3,4,3,3,3,5,3,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
194,0.766489367233589,0.823339798953384,3,1,2,1,2,4,3,5,2,2,4,2,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
195,-0.489706113934517,1.50319013977423,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
196,6.05052342033014,-0.0355519680306315,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
197,8.07577607315034,-1.47977372165769,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
198,9.5775308443699,-1.27534888219088,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
199,8.71875946945511,0.0906540150754154,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,3,5,5,4,5,5,5,5,3,5,4,5,5,5
200,1.57132577127777,-0.405007407534868,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
201,7.98491826979443,1.90410828916356,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
202,6.83861631969921,-0.139814587309957,2,4,3,1,4,3,3,5,3,4,4,1,4,3,5,1,3,4,5,5,4,1,3,5,3,5,1,5,3,1,4
203,8.95372404134832,-1.66885037906468,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
204,2.47870604577474,0.69248917279765,3,1,5,1,5,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
205,8.77306986018084,-1.55334301060066,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
206,0.475091703934595,1.19031896116212,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
207,0.57052499614656,-1.71712073031813,4,5,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1
208,-0.691028332104906,-0.0526429153978825,1,2,4,1,2,2,4,3,3,3,3,4,2,4,2,1,2,4,3,3,3,1,3,3,3,5,1,2,2,3,2
209,-1.49068202008493,1.20879257330671,5,3,4,1,3,3,4,3,3,3,3,4,4,4,3,3,3,4,3,3,3,1,3,3,3,4,1,3,2,3,4
210,7.87847978249192,-0.151374563574791,2,4,3,4,4,3,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,3,5,5
211,-1.22462807060219,0.352077442221344,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
212,6.9002334610559,-0.862280107103288,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
213,5.60541755682789,0.763407242484391,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
214,-1.3454926381819,-1.26161863096058,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
215,-1.34013308910653,-0.737738013267517,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
216,8.30565307033248,1.3471780740656,1,2,2,2,2,4,2,2,2,2,2,2,2,5,2,1,4,2,2,2,4,2,2,2,2,2,2,2,2,1,5
217,8.9996549198404,-0.256421805825084,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5
218,7.61788465967402,-1.15821339422837,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
219,7.46278753108345,1.56829338986427,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
220,6.98493359587155,-1.47293892689049,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
221,-1.68128441576846,0.554477637633681,5,3,4,3,3,3,5,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
222,0.292497528949752,0.149310142733157,3,1,5,1,2,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,1,1,5,4,5,3,1,4,3,1,5
223,7.78201380860992,-1.54828282771632,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
224,-1.02458331221715,-0.592183324042708,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
225,-2.4690832386259,-1.26324637327343,3,3,4,1,3,3,4,4,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,4
226,-0.946155817480758,-1.87621545046568,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
227,-0.502882164204493,-1.553934677504,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
228,2.13301096647047,0.225514515768737,3,1,5,1,5,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
229,0.482439294457436,1.22637199005112,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
230,5.36794654047117,0.839897273108363,5,3,4,3,3,3,5,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,4,3,4,4,3,3,4,3,3
231,10.023968575988,0.160588959697634,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
232,7.2997347258497,0.519766556099057,2,1,4,1,2,3,3,5,3,4,4,1,4,3,5,1,3,4,5,5,4,1,3,5,3,5,1,4,3,1,4
233,0.0371932897251099,-1.36775637278333,4,5,1,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
234,8.2231570428703,1.53288385365158,1,2,2,1,2,4,2,2,2,2,2,2,2,2,3,1,4,2,2,2,4,2,2,2,3,2,2,4,2,1,5
235,5.57668977626599,-0.138090229593217,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
236,-0.78958239289932,-1.05461263330653,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
237,2.30696167005226,0.1772889518179,3,1,5,1,5,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
238,0.562741050496697,2.05878024687991,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
239,6.27256342512555,-0.616659990046173,2,4,4,1,4,3,3,3,3,4,4,1,4,3,3,1,3,4,5,5,4,1,3,5,3,5,1,5,3,1,4
240,1.54054939793423,1.58783401129767,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
241,9.931590157561,-0.628999192267656,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
242,1.61973779392429,0.180925249587744,3,1,5,1,5,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
243,6.74408395518549,1.01207954110578,5,3,4,1,3,3,5,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,4
244,8.03441607626155,0.298340125009418,2,4,3,1,4,3,3,5,5,4,5,5,3,3,5,1,4,3,5,5,4,1,5,5,5,3,1,4,3,5,5
245,2.1420526644215,0.885737179778516,3,1,5,1,5,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,5,1,5,4,5,3,1,4,3,1,5
246,-1.47884807758965,-0.639703450724483,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
247,0.375173631124198,1.19554139440879,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
248,0.267152655404061,1.40050597954541,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
249,6.4119927752763,0.934750863816589,5,3,4,1,3,3,5,3,3,3,3,4,4,4,4,3,3,4,3,3,3,1,4,3,3,4,3,3,4,3,4
250,10.0830959682353,-0.63846918521449,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
251,7.14213325851597,-0.820519751869142,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
252,8.29572406853549,-1.60920786205679,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
253,1.20959008228965,-0.614225133322179,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
254,6.77820746204816,0.794295419473201,5,3,4,1,3,3,5,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,4
255,-2.07345240656286,-0.0676773185841739,5,3,4,3,3,3,5,3,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
256,6.70958728459664,-1.44884408917278,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
257,9.07833272614516,-0.427124272100627,2,4,3,4,4,5,1,1,1,5,5,3,5,3,5,5,1,5,1,1,1,4,1,1,5,3,4,1,5,4,1
258,9.23610919388011,0.828353606630117,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,1,4,3,5,5,4,5,5,5,5,3,5,4,5,5,5
259,-0.730517922900617,0.255184983834624,1,1,4,1,3,3,4,3,3,3,3,4,4,4,3,1,3,4,3,3,3,1,3,3,3,5,1,3,2,3,4
260,7.1867723132018,0.149150772485882,2,4,3,1,4,3,3,5,3,4,4,1,4,3,5,1,3,4,5,5,4,1,3,5,3,5,1,5,3,1,4
261,6.05413207481615,0.736564230173826,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
262,-2.2129936052952,-1.25802375609055,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4
263,-1.19870748440735,-1.18550329934806,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
264,0.128547077300027,-0.966049411799759,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
265,7.66246630973183,-0.709108000155538,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
266,8.68580960086547,-0.241888749878854,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
267,10.6921321642585,-0.705302613787353,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
268,7.09523004386574,0.210420861840248,2,4,4,1,4,3,3,3,3,4,4,1,4,3,5,1,3,4,5,5,4,1,3,5,3,5,1,5,3,1,4
269,7.66624026326463,-1.71415730379522,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
270,-1.51043958636001,-1.1517445393838,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
271,9.51944566494785,0.0361270038411021,2,4,3,4,4,5,3,5,5,4,5,3,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,4,5,5,5
272,1.52809672988951,1.67195786722004,1,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,4,2,5,2,2,2,2,2,2,2,2,4,2,1,2
273,-0.45470299385488,-1.26848476240411,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
274,8.50908043095842,1.07539389515296,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
275,8.05868043424562,-0.570104182697833,2,4,3,4,4,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,5,1,5,3,5,1,5,5,1
276,9.23442170443013,0.470633211079985,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,3,5,5,4,5,5,5,5,3,5,4,5,5,5
277,0.0843645562417805,0.435328611638397,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2
278,7.03939247154631,0.947562442161143,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
279,0.691729914629832,0.246609023306519,3,1,5,1,5,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,4,1,5,4,5,3,1,4,3,1,5
280,0.375513051869348,1.12223029136658,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
281,5.83670303155668,0.659016666468233,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
282,9.69047492695972,-1.64264684775844,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
283,0.359085385454819,2.09662757115439,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
284,6.69304947555065,-1.1934751807712,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
285,0.507470190059394,1.62214610725641,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
286,6.07975470949896,0.947420729789883,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
287,-0.935013999929652,-2.04369553597644,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
288,7.16050292551517,-1.54989437200129,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
289,-2.18841152498499,-0.357612939551473,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
290,1.20901174144819,0.186957393307239,3,1,5,1,5,4,3,5,5,1,4,1,3,5,1,1,4,3,1,4,1,1,5,4,5,3,1,1,3,1,5
291,0.11900776438415,-0.983342060353607,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
292,0.416950192535296,-0.138563469517976,3,5,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
293,8.73431975324638,-1.85734352096915,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
294,7.62047200417146,-0.745217395015061,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
295,-0.69100255286321,-1.7967424239032,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
296,8.3281722413376,0.849297579843551,2,1,2,1,4,4,3,5,5,4,4,2,3,5,5,1,4,3,2,5,4,1,5,4,5,2,1,4,3,1,5
297,0.0271341369953007,-0.808746055699885,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
298,9.82432659203187,-1.26733409473673,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
299,-0.76098529365845,-0.466632016468793,3,3,4,1,3,3,4,3,3,3,3,4,4,4,3,1,3,4,3,3,3,1,3,3,3,5,1,3,4,3,4
300,7.95257151988335,0.267495946027339,2,4,3,1,4,3,3,5,5,4,4,1,3,5,5,1,4,3,5,5,5,1,5,4,5,3,1,4,3,1,5
301,7.12467982922681,-1.62236763164401,2,4,3,4,4,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5
302,-0.620485426159576,-1.34587584063411,3,3,4,1,3,3,4,3,3,3,3,4,4,4,4,1,3,4,3,3,3,3,3,3,3,5,3,3,4,3,4
303,7.40515206148848,0.137748832348734,2,4,3,1,4,3,3,5,3,4,4,1,4,3,5,1,5,4,5,5,4,1,5,5,3,5,1,5,3,1,5
304,8.45000379765406,-1.96967464406043,4,1,1,5,1,1,1,1,1,5,1,3,1,1,3,5,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1
305,-1.9365891458001,-0.208841077983379,5,3,4,3,3,3,5,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3
306,8.47951671504416,0.686127538792789,2,1,2,1,4,4,3,5,5,4,4,2,3,5,5,1,4,3,2,5,4,1,5,4,5,2,1,4,3,1,5
307,0.518914823653176,0.187216310296208,3,1,5,1,2,4,3,5,5,1,4,1,3,5,3,1,4,3,5,4,1,1,5,4,5,3,1,4,3,1,5
