barcode,mclust,x,y
aaaaaaac-1,3,1643.3688537597657,1290.669696044922
aaaaaaad-1,3,1655.5135192871094,1303.29736328125
aaaaaaae-1,3,1663.0251037597657,1314.8338928222656
aaaaaaag-1,3,1653.3226318359375,1331.5312255859374
aaaaaaah-1,3,1662.0761169433592,1338.12578125
aaaaaaai-1,3,1672.5364501953125,1356.7449523925782
aaaaaaaj-1,3,1644.3447143554688,1362.4041137695312
aaaaaaak-1,3,1662.7035522460938,1360.6055419921877
aaaaaaal-1,3,1653.5520446777343,1368.8875427246094
aaaaaaam-1,3,1665.6515747070312,1374.542657470703
aaaaaaan-1,3,1661.8118408203125,1383.2110595703125
aaaaaaao-1,3,1645.9362854003905,1385.9609008789062
aaaaaaap-1,3,1657.2779541015625,1399.564013671875
aaaaaaba-1,3,1646.3787170410155,1401.06728515625
aaaaaabb-1,3,1665.9988586425782,1406.9259765625
aaaaaabc-1,3,1660.7349182128903,1416.3970642089844
aaaaaabd-1,3,1643.5446228027342,1415.7111083984375
aaaaaabe-1,3,1673.5145935058592,1418.8767150878905
aaaaaabf-1,3,1648.9281982421874,1428.1923706054688
aaaaaabg-1,3,1662.1652465820312,1427.1154479980469
aaaaaabh-1,3,1666.204718017578,1440.9131103515624
aaaaaabi-1,3,1650.5676025390624,1452.3285522460938
aaaaaabl-1,3,1665.5398254394531,1506.915008544922
aaaaaabm-1,3,1653.409375,1515.562658691406
aaaaaabn-1,3,1668.0387756347657,1521.380987548828
aaaaaabo-1,3,1668.0431335449218,1531.4582397460938
aaaaaabp-1,3,1657.542022705078,1532.49189453125
aaaaaaca-1,3,1648.6335205078124,1531.8597900390623
aaaaaacb-1,3,1651.3381225585938,1537.86748046875
aaaaaacc-1,3,1664.725518798828,1545.829278564453
aaaaaacd-1,3,1643.3779846191403,1540.2525024414062
aaaaaace-1,3,1655.2953125,1546.6607055664062
aaaaaacf-1,3,1651.0100341796874,1550.7736389160157
aaaaaacg-1,1,1666.2825378417967,1582.6354614257812
aaaaaach-1,1,1654.1805175781249,1588.1748840332032
aaaaaaci-1,1,1668.4485229492186,1593.9299194335938
aaaaaacj-1,1,1667.547265625,1599.9597106933593
aaaaaack-1,1,1646.2791076660155,1600.597625732422
aaaaaacl-1,1,1664.1800537109375,1605.911993408203
aaaaaacm-1,1,1651.9479187011718,1606.6753540039062
aaaaaacn-1,1,1647.499737548828,1612.67744140625
aaaaaaco-1,0,1660.3533935546875,1616.5546325683592
aaaaaacp-1,0,1654.7619873046874,1619.1703125
aaaaaada-1,0,1673.6004028320312,1618.4142150878906
aaaaaadb-1,0,1666.595477294922,1619.6093200683592
aaaaaadc-1,0,1648.5053771972655,1622.7498168945312
aaaaaadd-1,0,1639.6160705566406,1627.50595703125
aaaaaade-1,0,1667.3237670898436,1637.6189025878905
aaaaaadf-1,0,1652.94951171875,1640.9187744140625
aaaaaadg-1,0,1650.5960327148437,1660.1323852539062
aaaaaadh-1,0,1655.7137756347656,1670.4282592773436
aaaaaadi-1,3,1551.0095886230467,874.4464233398437
aaaaaadj-1,5,1432.0039855957032,872.2919555664063
aaaaaadk-1,3,1547.5717163085938,862.8872222900391
aaaaaadm-1,3,1527.86171875,865.1542694091796
aaaaaadn-1,5,1435.2832092285155,849.0426605224609
aaaaaado-1,5,1446.0189208984375,849.924151611328
aaaaaadp-1,3,1570.121826171875,856.146728515625
aaaaaaea-1,5,1512.3015930175782,851.4479156494141
aaaaaaeb-1,3,1585.388311767578,862.8027618408203
aaaaaaec-1,3,1548.6710510253906,856.1170532226562
aaaaaaed-1,3,1584.969744873047,853.6486602783203
aaaaaaee-1,3,1556.502111816406,848.3953552246094
aaaaaaef-1,5,1446.188360595703,867.7192626953125
aaaaaaeg-1,3,1657.078839111328,849.3403472900391
aaaaaaeh-1,3,1597.4071166992187,857.3052581787109
aaaaaaei-1,3,1622.5829711914062,852.5028411865234
aaaaaaej-1,5,1539.3648376464844,843.7302124023437
aaaaaaek-1,3,1577.29453125,860.4494384765625
aaaaaael-1,3,1561.3032836914062,858.4884826660156
aaaaaaem-1,3,1545.082208251953,869.27607421875
aaaaaaen-1,5,1477.327081298828,867.1392456054688
aaaaaaeo-1,3,1610.402716064453,872.0362915039062
aaaaaaep-1,3,1578.1688110351563,845.7108825683594
aaaaaafa-1,3,1553.3684631347655,853.2410400390625
aaaaaafb-1,3,1547.6269165039062,836.0709259033202
aaaaaafc-1,3,1570.9083251953125,844.885888671875
aaaaaafd-1,3,1577.9064025878906,855.9696624755859
aaaaaafe-1,3,1662.2894470214844,867.639990234375
aaaaaaff-1,3,1641.4582214355469,860.4529663085938
aaaaaafg-1,5,1490.1595703125,867.1935119628906
aaaaaafh-1,3,1607.64716796875,858.8637817382812
aaaaaafi-1,3,1556.7732360839843,866.9123229980469
aaaaaafj-1,3,1670.2691955566406,844.7460723876953
aaaaaafk-1,3,1669.419403076172,853.2947875976562
aaaaaafl-1,5,1466.6923278808592,842.2135559082031
aaaaaafm-1,5,1457.2015258789063,854.6825225830078
aaaaaafn-1,3,1620.4287109375,869.0100341796875
aaaaaafo-1,3,1604.1257690429686,865.8418334960937
aaaaaafp-1,3,1626.4239501953125,860.0506378173828
aaaaaaga-1,5,1430.3627136230468,858.9684234619141
aaaaaagb-1,3,1636.4466247558594,871.8615600585937
aaaaaagc-1,3,1541.9124511718749,858.359716796875
aaaaaagd-1,3,1618.8274902343749,858.2646728515625
aaaaaage-1,3,1593.8050964355468,848.1611175537109
aaaaaagf-1,3,1650.7833190917968,860.3759765625
aaaaaagg-1,3,1605.67158203125,844.0829956054687
aaaaaagh-1,5,1526.147607421875,847.2322082519531
aaaaaagi-1,3,1646.6810729980468,921.4601806640624
aaaaaagj-1,3,1631.4233032226562,865.6581268310547
aaaaaagk-1,3,1643.6031433105468,942.2968017578124
aaaaaagl-1,3,1645.12021484375,899.1332580566406
aaaaaagm-1,3,1647.296057128906,935.9048889160156
aaaaaagn-1,3,1632.4680603027343,846.6628784179687
aaaaaago-1,3,1647.7016540527345,905.8857360839844
aaaaaagp-1,5,1485.6299377441403,856.4963989257812
aaaaaaha-1,3,1648.0879516601562,950.2700134277344
aaaaaahb-1,3,1650.77138671875,943.067218017578
aaaaaahc-1,3,1644.0124755859374,960.444696044922
aaaaaahd-1,3,1652.9081115722656,932.2419616699218
aaaaaahe-1,3,1647.18212890625,955.3255004882812
aaaaaahf-1,5,1464.8732116699218,866.2040069580078
aaaaaahg-1,3,1651.8492431640625,913.3916137695312
aaaaaahh-1,3,1647.5535888671875,879.7456420898437
aaaaaahi-1,3,1658.4007385253906,906.3749633789064
aaaaaahj-1,3,1655.9734863281249,897.7371704101562
aaaaaahk-1,3,1646.9846740722655,873.076171875
aaaaaahl-1,3,1654.6693298339844,923.729718017578
aaaaaahm-1,3,1614.8107421875,862.4242980957031
aaaaaahn-1,5,1485.8374572753903,841.4611938476562
aaaaaaho-1,3,1659.6874633789062,915.1459838867188
aaaaaahp-1,3,1653.9621032714842,948.8175842285156
aaaaaaia-1,3,1653.5623168945312,884.8079772949219
aaaaaaib-1,3,1651.396954345703,966.5026062011718
aaaaaaic-1,3,1658.2898193359374,959.581622314453
aaaaaaid-1,3,1663.6423706054686,919.5820251464844
aaaaaaie-1,3,1661.2000732421875,930.7203247070312
aaaaaaif-1,3,1653.4627075195312,873.3262329101562
aaaaaaig-1,3,1576.846807861328,867.7310913085937
aaaaaaih-1,3,1662.5578735351562,952.494207763672
aaaaaaii-1,3,1661.6795471191406,943.3061767578124
aaaaaaij-1,5,1534.475054931641,856.3066741943359
aaaaaaik-1,3,1669.477716064453,922.184112548828
aaaaaail-1,3,1663.0294616699218,886.7982971191406
aaaaaaim-1,3,1667.997686767578,940.1234497070312
aaaaaain-1,3,1668.4516357421874,931.4098083496092
aaaaaaio-1,3,1603.131231689453,851.3050384521484
aaaaaaip-1,3,1670.872247314453,886.5943054199219
aaaaaaja-1,3,1671.8734252929687,898.9739868164062
aaaaaajb-1,3,1563.5691894531249,847.1808990478515
aaaaaajc-1,5,1419.2815856933594,853.8934814453124
aaaaaajd-1,3,1613.2803894042968,851.2744812011719
aaaaaaje-1,3,1618.5531494140623,844.7811431884766
aaaaaajf-1,3,1592.94814453125,866.0810516357421
aaaaaajg-1,0,1023.7417846679688,1687.390179443359
aaaaaajh-1,0,1638.3826782226563,1712.377813720703
aaaaaaji-1,1,1140.5236083984375,1706.8266662597655
aaaaaajj-1,0,907.3549743652344,1693.9778869628906
aaaaaajk-1,0,1009.8181579589844,1696.490948486328
aaaaaajl-1,0,915.9662048339844,1693.6692016601562
aaaaaajm-1,3,1367.4529602050782,1699.36416015625
aaaaaajn-1,0,1004.4319885253906,1689.4778259277343
aaaaaajo-1,0,1005.333349609375,1713.7846923828124
aaaaaajp-1,3,1397.705987548828,1680.1192138671877
aaaaaaka-1,1,1597.1223999023437,1694.2937316894531
aaaaaakb-1,1,1170.632409667969,1689.4200317382813
aaaaaakd-1,0,984.4663269042968,1710.7452575683594
aaaaaake-1,1,1071.9064453125,1710.0520385742186
aaaaaakf-1,1,1162.1054321289062,1710.4390625
aaaaaakg-1,3,1365.1411926269532,1712.9260803222655
aaaaaakh-1,1,1148.7685668945312,1706.1678955078123
aaaaaakj-1,3,1371.630743408203,1695.6124145507813
aaaaaakk-1,3,1348.179376220703,1701.8396606445312
aaaaaakl-1,1,1152.8301391601562,1720.160314941406
aaaaaakm-1,3,1244.625469970703,1701.072979736328
aaaaaakn-1,1,1112.1423034667969,1707.697003173828
aaaaaako-1,3,1399.7586669921875,1696.5132568359377
aaaaaakp-1,0,993.8947692871094,1688.1668212890625
aaaaaala-1,0,1019.0533996582031,1696.113366699219
aaaaaalb-1,3,1345.8126159667968,1709.3753173828125
aaaaaalc-1,0,993.1658569335938,1700.902606201172
aaaaaald-1,3,1263.173358154297,1697.685015869141
aaaaaale-1,1,1103.6007995605469,1697.1555297851562
aaaaaalg-1,0,1079.9146240234377,1691.772265625
aaaaaalh-1,0,884.3317199707031,1710.2641235351562
aaaaaali-1,1,1167.303692626953,1695.9371826171875
aaaaaalj-1,3,1287.5138427734375,1710.2836303710938
aaaaaall-1,1,1152.1851684570313,1698.1557739257812
aaaaaalm-1,1,1137.333203125,1711.0000915527344
aaaaaaln-1,3,1277.6854064941406,1699.254278564453
aaaaaalo-1,3,1355.451171875,1695.2243530273438
aaaaaalp-1,0,953.3233520507812,1700.993603515625
aaaaaamb-1,1,1125.4175354003903,1696.4350219726562
aaaaaamc-1,1,1128.6510009765625,1707.5027648925782
aaaaaamd-1,3,1333.16357421875,1708.215802001953
aaaaaamf-1,1,1155.582470703125,1694.5315490722655
aaaaaamg-1,0,898.0627685546875,1683.8731384277344
aaaaaamh-1,0,889.182696533203,1690.8346923828124
aaaaaami-1,0,873.9016845703125,1691.7391662597656
aaaaaamj-1,0,887.6644836425781,1697.3601440429686
aaaaaamk-1,0,851.4059967041015,1688.849871826172
aaaaaaml-1,0,841.930239868164,1686.311492919922
aaaaaamm-1,0,894.8893798828125,1707.1804870605467
aaaaaamn-1,1,1140.0320983886718,1692.6256896972657
aaaaaamo-1,0,977.8442749023436,1693.5102416992188
aaaaaamp-1,0,897.3778503417968,1690.6263427734375
aaaaaana-1,0,834.5934387207031,1701.3661010742187
aaaaaanb-1,0,846.0159362792969,1706.9940307617187
aaaaaanc-1,0,957.4139770507812,1688.9676391601563
aaaaaand-1,0,843.0559814453125,1694.9983642578125
aaaaaane-1,0,860.0358520507813,1693.4201782226562
aaaaaanf-1,0,901.7795471191406,1700.462042236328
aaaaaang-1,0,863.2852966308593,1703.2815063476562
aaaaaanh-1,0,1622.0668701171874,1686.9866577148437
aaaaaani-1,0,1645.6416076660155,1704.3558349609375
aaaaaanj-1,0,1652.7591125488282,1711.059130859375
aaaaaank-1,0,1664.1538024902345,1691.1121459960937
aaaaaanl-1,0,1652.3403381347655,1701.0611511230468
aaaaaanm-1,1,1587.9754577636718,1694.2507751464843
aaaaaann-1,0,1634.4999877929688,1702.865637207031
aaaaaano-1,0,1656.0877258300782,1695.2935607910156
aaaaaanp-1,0,1655.3006042480467,1687.667010498047
aaaaaaob-1,0,1639.9817199707031,1688.5607971191405
aaaaaaoc-1,0,1628.1264404296874,1693.681134033203
aaaaaaod-1,0,1663.2127014160155,1702.22626953125
aaaaaaoe-1,0,824.2217163085937,1701.3516784667968
aaaaaaof-1,0,1669.2648010253906,1671.8634643554688
aaaaaaog-1,0,1659.6584106445312,1711.2933166503906
aaaaaaoh-1,0,1660.760028076172,1681.2528930664062
aaaaaaoi-1,0,1625.0830627441403,1706.9338500976562
aaaaaaoj-1,3,1378.529522705078,1684.5819213867187
aaaaaaok-1,1,1555.3303527832031,1705.2529418945312
aaaaaaol-1,1,1574.642950439453,1696.4051391601563
aaaaaaom-1,1,1581.0371459960936,1696.2479431152344
aaaaaaon-1,1,1572.3300415039062,1709.2828674316406
aaaaaaoo-1,1,1559.891632080078,1694.2847045898436
aaaaaaop-1,1,1570.1726684570312,1689.0076904296875
aaaaaapa-1,1,1577.0200866699215,1703.151806640625
aaaaaapb-1,1,1587.3371276855469,1714.8433532714844
aaaaaapc-1,1,1587.0892456054687,1702.50517578125
aaaaaapd-1,1,1580.8725830078124,1687.251971435547
aaaaaape-1,1,1587.215002441406,1707.7182739257812
aaaaaapf-1,0,1649.3113830566406,1685.5105712890625
aaaaaapg-1,0,1673.8245239257812,1700.922320556641
aaaaaaph-1,1,841.6428253173827,1437.3193908691403
aaaaaapi-1,0,851.1151062011719,1232.6888427734375
aaaaaapj-1,0,841.475927734375,1331.2284545898438
aaaaaapk-1,0,830.9324829101562,1337.7684326171875
aaaaaapl-1,1,841.9583587646484,1551.0339721679686
aaaaaapm-1,0,850.2591400146484,1362.3290954589845
aaaaaapn-1,0,832.8014556884765,1362.234777832031
aaaaaapo-1,0,839.612661743164,1357.0535339355467
aaaaaapp-1,0,823.8230194091797,1354.48994140625
aaaaabaa-1,0,846.3236358642578,1364.9091857910155
aaaaabab-1,0,841.8798645019531,1369.3543579101563
aaaaabac-1,0,825.2176544189452,1367.595733642578
aaaaabad-1,1,836.9718200683593,1427.8418701171877
aaaaabae-1,0,833.7066040039062,1373.3046997070312
aaaaabaf-1,0,853.298159790039,1387.051727294922
aaaaabag-1,0,827.8497283935546,1381.9761108398436
aaaaabah-1,0,837.695751953125,1385.1565551757812
aaaaabai-1,0,827.192202758789,1402.1960876464843
aaaaabaj-1,0,834.260317993164,1407.8826416015625
aaaaabak-1,0,845.6777313232421,1414.0749206542969
aaaaabal-1,0,828.2290740966797,1416.631768798828
aaaaabam-1,0,839.8429565429688,1399.8780944824218
aaaaaban-1,1,823.6739166259765,1424.5901428222655
aaaaabao-1,1,849.3397247314452,1436.874468994141
aaaaabap-1,1,829.1489562988281,1445.2036804199215
aaaaabba-1,1,822.0189483642578,1435.4158142089843
aaaaabbb-1,0,834.2093719482422,1677.2063659667967
aaaaabbc-1,0,847.8887481689453,1499.4410888671875
aaaaabbd-1,1,839.2270385742187,1460.3550964355468
aaaaabbe-1,1,849.9851623535156,1464.1334045410156
aaaaabbf-1,0,850.0056030273437,1322.324932861328
aaaaabbg-1,0,821.7878234863281,1313.596350097656
aaaaabbi-1,0,837.9734649658203,1485.9772216796875
aaaaabbj-1,1,838.6000701904296,1474.17060546875
aaaaabbk-1,0,839.3875549316406,1321.1723693847655
aaaaabbl-1,1,849.5884887695312,1480.4190185546877
aaaaabbm-1,0,828.4516387939453,1483.8201599121094
aaaaabbn-1,0,823.8671173095703,1500.6552856445312
aaaaabbo-1,0,831.591616821289,1508.6818298339842
aaaaabbp-1,1,821.3248474121093,1520.8847045898438
aaaaabca-1,1,834.0098419189453,1522.3064208984374
aaaaabcb-1,1,826.1807525634765,1533.258056640625
aaaaabcc-1,1,842.2486267089844,1535.9070434570312
aaaaabcd-1,1,828.6750335693359,1546.424444580078
aaaaabce-1,0,840.0234466552735,1310.3413024902345
aaaaabcf-1,1,825.9718322753906,1558.155938720703
aaaaabcg-1,1,845.8276123046875,1568.7403686523437
aaaaabch-1,1,829.622671508789,1580.3319946289062
aaaaabci-1,0,834.4351013183593,1597.2409973144531
aaaaabcj-1,0,822.6682250976562,1635.3846435546875
aaaaabck-1,0,833.6534790039062,1643.811181640625
aaaaabcl-1,0,822.0554718017578,1645.4911560058592
aaaaabcm-1,0,825.4294799804687,1652.278497314453
aaaaabcn-1,0,836.0862823486328,1622.056597900391
aaaaabco-1,0,844.719561767578,1634.2898742675782
aaaaabcp-1,0,845.5513000488281,1642.4510986328123
aaaaabda-1,0,852.5674316406249,1653.0750610351563
aaaaabdb-1,0,839.5086944580078,1662.1555969238282
aaaaabdd-1,0,828.9974151611328,1325.4439514160156
aaaaabde-1,0,845.5260864257813,1244.535614013672
aaaaabdf-1,0,841.6223846435547,1255.4293518066406
aaaaabdg-1,0,833.9163543701171,1268.061480712891
aaaaabdh-1,0,825.6210723876953,1278.0645446777344
aaaaabdi-1,0,836.8819122314453,1281.5841796875
aaaaabdj-1,0,822.1394653320312,1292.4763610839843
aaaaabdk-1,0,837.3067565917969,1295.0037414550782
aaaaabdl-1,0,827.5068542480468,1252.2863647460938
aaaaabdm-1,0,826.5752471923828,1305.6094421386715
aaaaabdn-1,0,850.4537414550781,1306.3073303222657
aaaaabdo-1,0,838.1335144042969,1347.3684936523437
aaaaabdp-1,3,1657.6626953125,1082.2191284179687
aaaaabea-1,3,1666.7093017578125,1087.4520446777344
aaaaabeb-1,3,1649.8094299316406,1098.7211853027345
aaaaabec-1,3,1650.1442626953124,1107.6946411132812
aaaaabed-1,3,1665.9127380371094,1128.641973876953
aaaaabef-1,3,1641.649658203125,1129.9683349609377
aaaaabeg-1,3,1656.1827697753906,1131.612823486328
aaaaabeh-1,3,1651.8017211914062,1136.0669189453124
aaaaabei-1,3,1661.3070495605468,1136.527301025391
aaaaabej-1,3,1670.6187622070313,1137.0580322265623
aaaaabek-1,3,1647.4357177734375,1140.7507385253905
aaaaabel-1,3,1665.7856323242188,1143.5496582031249
aaaaabem-1,3,1656.5798583984374,1143.858135986328
aaaaaben-1,3,1642.1940856933593,1145.8906860351562
aaaaabeo-1,3,1672.1304382324215,1148.676220703125
aaaaabep-1,3,1667.72490234375,1148.9070861816406
aaaaabfa-1,3,1651.838037109375,1149.9466552734375
aaaaabfb-1,3,1661.6721801757812,1149.9661621093749
aaaaabfc-1,3,1657.8219665527342,1155.0650207519532
aaaaabfd-1,3,1665.4408386230468,1155.5880737304688
aaaaabfe-1,3,1673.709454345703,1155.6528198242188
aaaaabff-1,3,1650.859375,1158.1182556152344
aaaaabfg-1,3,1660.4933654785157,1162.036016845703
aaaaabfh-1,3,1670.6195922851562,1163.5481079101562
aaaaabfi-1,3,1644.4517944335937,1166.7886291503903
aaaaabfj-1,3,1655.3211486816406,1167.7135437011718
aaaaabfk-1,3,1666.6102111816406,1169.90546875
aaaaabfl-1,3,1656.991680908203,1176.5309448242188
aaaaabfm-1,3,1651.19638671875,1177.3415161132812
aaaaabfn-1,3,1642.3558471679687,1179.169348144531
aaaaabfo-1,3,1664.4571960449218,1178.6753479003903
aaaaabfp-1,3,1672.7350463867188,1183.3193237304688
aaaaabga-1,3,1662.3691345214845,1185.894952392578
aaaaabgb-1,3,1653.5135498046875,1186.7099853515624
aaaaabgc-1,3,1657.8883728027342,1192.8562988281249
aaaaabgd-1,3,1664.8435974121094,1193.9374755859374
aaaaabge-1,3,1650.5345031738282,1195.4860900878905
aaaaabgf-1,3,1675.292724609375,1208.01103515625
aaaaabgg-1,3,1643.8907653808594,1198.3550476074215
aaaaabgh-1,3,1657.1036376953125,1199.7450134277344
aaaaabgi-1,3,1662.9623291015623,1202.5992370605468
aaaaabgj-1,3,1649.9830200195313,1217.838848876953
aaaaabgk-1,3,1656.8111389160156,1213.0460815429688
aaaaabgl-1,3,1666.429357910156,1215.6151733398438
aaaaabgm-1,3,1643.6349975585938,1215.6796081542968
aaaaabgn-1,3,1659.4338745117186,1093.480383300781
aaaaabgo-1,3,1673.2179443359375,1082.9635009765625
aaaaabgp-1,3,1647.412579345703,1113.439611816406
aaaaabha-1,3,1658.811212158203,1101.937945556641
aaaaabhb-1,3,1651.473114013672,1117.9725646972656
aaaaabhc-1,3,1669.4456542968749,1103.7528076171875
aaaaabhd-1,3,1662.301171875,1113.763446044922
aaaaabhe-1,3,1648.0379394531249,1125.347186279297
aaaaabhf-1,3,1657.4934631347655,1122.976690673828
aaaaabhg-1,3,1671.5473083496092,1122.0382873535157
aaaaabhh-1,3,1651.0298522949215,1071.0385986328124
aaaaabhi-1,3,1671.165264892578,1071.623077392578
aaaaabhj-1,3,1639.8925903320312,1046.987811279297
aaaaabhk-1,3,1651.0298522949215,1036.2173400878903
aaaaabhl-1,3,1647.0629089355468,1052.682043457031
aaaaabhm-1,3,1670.1776794433592,1023.1683044433594
aaaaabhn-1,3,1654.7190307617186,1050.8251586914062
aaaaabho-1,3,1665.4864929199218,1031.5492919921874
aaaaabhp-1,3,1664.1427001953125,1042.9999084472656
aaaaabia-1,3,1658.3562255859374,1056.841046142578
aaaaabib-1,3,1671.3072082519532,1040.892132568359
aaaaabic-1,3,1664.449932861328,1054.5559448242186
aaaaabid-1,3,1658.1673828125,1062.8349365234374
aaaaabie-1,3,1651.144091796875,1003.3058837890624
aaaaabif-1,3,1654.384924316406,1016.202081298828
aaaaabig-1,3,1666.4202270507812,1003.6655151367188
aaaaabih-1,3,1668.207696533203,1013.3322937011718
aaaaabii-1,3,1645.932550048828,986.5024047851564
aaaaabij-1,3,1651.8032775878903,975.0571838378906
aaaaabik-1,3,1655.5156982421877,982.0639770507812
aaaaabil-1,3,1660.280450439453,977.7157165527344
aaaaabim-1,3,1665.1375488281249,968.5791503906248
aaaaabin-1,3,1654.6102905273438,989.229522705078
aaaaabio-1,3,1667.808740234375,982.632061767578
aaaaabip-1,3,1663.9050903320312,994.2801330566406
aaaaabja-1,1,3309.2737060546874,3477.1281616210936
aaaaabjb-1,1,3296.1435302734376,3489.6517578125
aaaaabjc-1,1,3318.9476440429685,3496.221826171875
aaaaabjd-1,1,3311.391650390625,3497.2797607421876
aaaaabje-1,1,3303.303991699219,3502.459033203125
aaaaabjf-1,1,3287.96767578125,3502.6827392578125
aaaaabjg-1,1,3313.800537109375,3513.5800048828123
aaaaabjh-1,1,3300.166088867187,3519.8387939453123
aaaaabjj-1,1,3301.3794555664062,3529.305419921875
aaaaabjk-1,1,3309.871154785156,3531.3212646484376
aaaaabjl-1,1,3292.0207397460936,3535.5870361328125
aaaaabjm-1,1,3307.647998046875,3540.40439453125
aaaaabjp-1,1,3308.650732421875,3549.2575927734374
aaaaabka-1,1,3306.542333984375,3557.126318359375
aaaaabkb-1,1,3288.8247314453124,3554.330615234375
aaaaabkc-1,1,3299.207556152344,3557.3085205078123
aaaaabkd-1,1,3292.15126953125,3561.383374023437
aaaaabke-1,1,3294.4275512695312,3568.4050048828126
aaaaabkf-1,1,3315.5208740234375,3694.835864257812
aaaaabkg-1,1,3293.49267578125,3577.986181640625
aaaaabkh-1,1,3291.7441162109376,3586.363330078125
aaaaabki-1,1,3311.93701171875,3580.0111572265623
aaaaabkj-1,1,3294.003173828125,3595.1613281249997
aaaaabkk-1,1,3307.238146972656,3600.51201171875
aaaaabkl-1,1,3295.065466308594,3604.9520996093743
aaaaabkm-1,1,3303.4316162109376,3613.189379882812
aaaaabkn-1,1,3312.098876953125,3613.6093994140624
aaaaabko-1,1,3315.330993652344,3622.115625
aaaaabkp-1,1,3292.7885620117186,3618.6106201171874
aaaaabla-1,1,3296.672705078125,3624.648193359375
aaaaablb-1,1,3301.3219726562497,3629.9710693359375
aaaaablc-1,1,3311.5655517578125,3629.097412109375
aaaaabld-1,1,3291.901416015625,3631.3112304687497
aaaaable-1,1,3305.971447753906,3631.779809570312
aaaaablf-1,1,3298.7059814453123,3636.5573242187497
aaaaablg-1,1,3311.0575439453123,3639.792553710937
aaaaabli-1,1,3305.1971923828123,3643.0900390625
aaaaablj-1,1,3290.160119628906,3643.2560546875
aaaaablk-1,1,3315.8082885742188,3646.953637695312
aaaaabll-1,1,3296.7345458984373,3648.007006835938
aaaaablm-1,1,3319.573107910156,3593.432690429687
aaaaabln-1,1,3319.7733642578123,3764.5524658203126
aaaaablo-1,1,3296.7760498046873,3775.7265625
aaaaablp-1,1,3304.89296875,3776.156127929687
aaaaabma-1,1,3289.295178222656,3781.9421875
aaaaabmb-1,1,3310.1124999999997,3787.024755859375
aaaaabmc-1,1,3298.3756103515625,3791.983642578125
aaaaabmd-1,1,3319.1111694335937,3790.5048583984376
aaaaabme-1,1,3308.79599609375,3797.410278320313
aaaaabmf-1,1,3304.2868041992188,3803.802294921875
aaaaabmg-1,1,3295.2370849609374,3804.1251953125
aaaaabmh-1,1,3313.591357421875,3807.36748046875
aaaaabmi-1,1,3298.123889160156,3811.24892578125
aaaaabmj-1,1,3304.4430664062497,3659.208081054687
aaaaabmk-1,1,3304.6346069335937,3818.9723876953126
aaaaabml-1,0,3307.1995483398437,3829.0204833984376
aaaaabmm-1,1,3294.9565185546876,3707.5534912109374
aaaaabmn-1,0,3311.8125,3839.127514648437
aaaaabmo-1,0,3300.600634765625,3851.75341796875
aaaaabmp-1,0,3295.8727172851563,3842.5544921875
aaaaabna-1,0,3308.6314331054687,3858.4654296875
aaaaabnb-1,0,3322.515942382812,3852.002026367187
aaaaabnc-1,0,3296.9547241210935,3858.98837890625
aaaaabnd-1,0,3313.4216064453126,3870.736889648437
aaaaabne-1,0,3295.306604003906,3865.4484619140626
aaaaabnf-1,0,3291.13359375,3876.7034912109375
aaaaabng-1,0,3303.875915527344,3880.1325439453126
aaaaabnh-1,0,3319.240246582031,3883.578198242187
aaaaabni-1,0,3307.042041015625,3891.62705078125
aaaaabnj-1,0,3300.8158325195313,3896.9374755859376
aaaaabnk-1,0,3313.335278320312,3908.3796875
aaaaabnl-1,0,3291.741003417969,3915.625854492187
aaaaabnm-1,0,3320.39052734375,3916.5837646484374
aaaaabnn-1,0,3305.3046875,3915.25107421875
aaaaabno-1,0,3318.552111816406,3925.832495117187
aaaaabnp-1,0,3302.0115600585937,3924.8600585937497
aaaaaboa-1,0,3293.3866333007813,3930.66728515625
aaaaabob-1,0,3307.849084472656,3932.1493896484376
aaaaaboc-1,0,3317.730334472656,3942.1045166015624
aaaaabod-1,0,3305.9662597656247,3941.230029296875
aaaaaboe-1,0,3297.360632324219,3942.335278320312
aaaaabof-1,0,3312.368444824219,3946.23291015625
aaaaabog-1,0,3304.6754882812497,3951.199682617187
aaaaaboh-1,0,3319.021313476562,3957.340185546875
aaaaaboi-1,0,3293.5354248046874,3952.0696044921874
aaaaaboj-1,0,3305.7284423828123,3962.0695556640626
aaaaabok-1,0,3299.0261840820312,3965.8962158203126
aaaaabol-1,0,3297.871337890625,3974.6763671875
aaaaabom-1,1,3308.3448486328125,3725.892407226562
aaaaabop-1,1,3309.5077880859376,3686.926879882813
aaaaabpa-1,1,3304.063928222656,3696.7425537109375
aaaaabpb-1,0,3289.5186767578125,3899.552221679688
aaaaabpd-1,3,3358.6013061523436,3372.1346923828123
aaaaabpe-1,3,3302.664208984375,3373.96044921875
aaaaabpf-1,3,3347.982946777344,3374.8756103515625
aaaaabpg-1,3,3375.8268798828126,3377.7130249023435
aaaaabph-1,3,3315.575451660156,3375.8019775390626
aaaaabpi-1,3,3370.6835083007813,3377.233654785156
aaaaabpj-1,3,3358.080224609375,3380.3012084960938
aaaaabpk-1,3,3366.131774902344,3380.7699951171876
aaaaabpl-1,3,3386.7988525390624,3378.9761962890625
aaaaabpm-1,3,3397.2626098632813,3380.50146484375
aaaaabpn-1,3,3346.3800659179688,3380.3406372070312
