ID,x,y,label_3PCs_k6,label_10PCs_k6
aaaaaaog-1,1659.6584106445312,1711.2933166503906,2,3
aaaaaaoh-1,1660.760028076172,1681.2528930664062,4,4
aaaaaaoi-1,1625.0830627441403,1706.9338500976562,2,1
aaaaaaoj-1,1378.529522705078,1684.5819213867187,3,4
aaaaaaok-1,1555.3303527832031,1705.2529418945312,0,2
aaaaaaol-1,1574.642950439453,1696.4051391601563,0,2
aaaaaaom-1,1581.0371459960936,1696.2479431152344,0,2
aaaaaaon-1,1572.3300415039062,1709.2828674316406,0,2
aaaaaaoo-1,1559.891632080078,1694.2847045898436,0,2
aaaaaaop-1,1570.1726684570312,1689.0076904296875,0,2
aaaaaapa-1,1577.0200866699215,1703.151806640625,0,2
aaaaaapb-1,1587.3371276855469,1714.8433532714844,5,0
aaaaaapc-1,1587.0892456054687,1702.50517578125,0,2
aaaaaapd-1,1580.8725830078124,1687.251971435547,0,2
aaaaaape-1,1587.215002441406,1707.7182739257812,0,2
aaaaaapf-1,1649.3113830566406,1685.5105712890625,2,3
aaaaaapg-1,1673.8245239257812,1700.922320556641,2,1
aaaaaaph-1,841.6428253173827,1437.3193908691403,0,2
aaaaaapi-1,851.1151062011719,1232.6888427734375,5,0
aaaaaapj-1,841.475927734375,1331.2284545898438,2,3
aaaaaapk-1,830.9324829101562,1337.7684326171875,2,1
aaaaaapl-1,841.9583587646484,1551.0339721679686,5,0
aaaaaapm-1,850.2591400146484,1362.3290954589845,2,1
aaaaaapn-1,832.8014556884765,1362.234777832031,1,0
aaaaaapo-1,839.612661743164,1357.0535339355467,5,0
aaaaaapp-1,823.8230194091797,1354.48994140625,5,1
aaaaabaa-1,846.3236358642578,1364.9091857910155,5,1
aaaaabab-1,841.8798645019531,1369.3543579101563,4,4
aaaaabac-1,825.2176544189452,1367.595733642578,2,1
aaaaabad-1,836.9718200683593,1427.8418701171877,0,2
aaaaabae-1,833.7066040039062,1373.3046997070312,2,1
aaaaabaf-1,853.298159790039,1387.051727294922,2,1
aaaaabag-1,827.8497283935546,1381.9761108398436,5,5
aaaaabah-1,837.695751953125,1385.1565551757812,2,1
aaaaabai-1,827.192202758789,1402.1960876464843,5,5
aaaaabaj-1,834.260317993164,1407.8826416015625,5,1
aaaaabak-1,845.6777313232421,1414.0749206542969,4,1
aaaaabal-1,828.2290740966797,1416.631768798828,2,1
aaaaabam-1,839.8429565429688,1399.8780944824218,2,1
aaaaaban-1,823.6739166259765,1424.5901428222655,0,2
aaaaabao-1,849.3397247314452,1436.874468994141,0,2
aaaaabap-1,829.1489562988281,1445.2036804199215,0,2
aaaaabba-1,822.0189483642578,1435.4158142089843,0,2
aaaaabbb-1,834.2093719482422,1677.2063659667967,2,1
aaaaabbc-1,847.8887481689453,1499.4410888671875,2,1
aaaaabbd-1,839.2270385742187,1460.3550964355468,0,2
aaaaabbe-1,849.9851623535156,1464.1334045410156,0,2
aaaaabbf-1,850.0056030273437,1322.324932861328,2,1
aaaaabbg-1,821.7878234863281,1313.596350097656,4,5
aaaaabbi-1,837.9734649658203,1485.9772216796875,0,2
aaaaabbj-1,838.6000701904296,1474.17060546875,4,4
aaaaabbk-1,839.3875549316406,1321.1723693847655,5,5
aaaaabbl-1,849.5884887695312,1480.4190185546877,0,2
aaaaabbm-1,828.4516387939453,1483.8201599121094,0,2
aaaaabbn-1,823.8671173095703,1500.6552856445312,5,1
aaaaabbo-1,831.591616821289,1508.6818298339842,2,1
aaaaabbp-1,821.3248474121093,1520.8847045898438,2,1
aaaaabca-1,834.0098419189453,1522.3064208984374,2,1
aaaaabcb-1,826.1807525634765,1533.258056640625,1,0
aaaaabcc-1,842.2486267089844,1535.9070434570312,2,1
aaaaabcd-1,828.6750335693359,1546.424444580078,2,1
aaaaabce-1,840.0234466552735,1310.3413024902345,4,4
aaaaabcf-1,825.9718322753906,1558.155938720703,4,4
aaaaabcg-1,845.8276123046875,1568.7403686523437,2,1
aaaaabch-1,829.622671508789,1580.3319946289062,2,3
aaaaabci-1,834.4351013183593,1597.2409973144531,2,1
aaaaabcj-1,822.6682250976562,1635.3846435546875,2,3
aaaaabck-1,833.6534790039062,1643.811181640625,2,1
aaaaabcl-1,822.0554718017578,1645.4911560058592,1,0
aaaaabcm-1,825.4294799804687,1652.278497314453,5,0
aaaaabcn-1,836.0862823486328,1622.056597900391,2,1
aaaaabco-1,844.719561767578,1634.2898742675782,2,1
aaaaabcp-1,845.5513000488281,1642.4510986328123,2,1
aaaaabda-1,852.5674316406249,1653.0750610351563,2,1
aaaaabdb-1,839.5086944580078,1662.1555969238282,2,1
aaaaabdd-1,828.9974151611328,1325.4439514160156,5,0
aaaaabde-1,845.5260864257813,1244.535614013672,2,1
aaaaabdf-1,841.6223846435547,1255.4293518066406,4,4
aaaaabdg-1,833.9163543701171,1268.061480712891,5,0
aaaaabdh-1,825.6210723876953,1278.0645446777344,5,5
aaaaabdi-1,836.8819122314453,1281.5841796875,1,0
aaaaabdj-1,822.1394653320312,1292.4763610839843,5,5
aaaaabdk-1,837.3067565917969,1295.0037414550782,2,1
aaaaabdl-1,827.5068542480468,1252.2863647460938,2,1
aaaaabdm-1,826.5752471923828,1305.6094421386715,4,1
aaaaabdn-1,850.4537414550781,1306.3073303222657,2,1
aaaaabdo-1,838.1335144042969,1347.3684936523437,2,1
aaaaabdp-1,1657.6626953125,1082.2191284179687,4,0
aaaaabea-1,1666.7093017578125,1087.4520446777344,1,0
aaaaabeb-1,1649.8094299316406,1098.7211853027345,4,0
aaaaabec-1,1650.1442626953124,1107.6946411132812,1,0
aaaaabed-1,1665.9127380371094,1128.641973876953,5,1
aaaaabef-1,1641.649658203125,1129.9683349609377,4,4
aaaaabeg-1,1656.1827697753906,1131.612823486328,1,0
aaaaabeh-1,1651.8017211914062,1136.0669189453124,1,0
aaaaabei-1,1661.3070495605468,1136.527301025391,5,0
aaaaabej-1,1670.6187622070313,1137.0580322265623,1,0
aaaaabek-1,1647.4357177734375,1140.7507385253905,1,0
aaaaabel-1,1665.7856323242188,1143.5496582031249,1,0
aaaaabem-1,1656.5798583984374,1143.858135986328,1,0
aaaaaben-1,1642.1940856933593,1145.8906860351562,4,4
aaaaabeo-1,1672.1304382324215,1148.676220703125,1,0
aaaaabep-1,1667.72490234375,1148.9070861816406,1,0
aaaaabfa-1,1651.838037109375,1149.9466552734375,1,0
aaaaabfb-1,1661.6721801757812,1149.9661621093749,1,0
aaaaabfc-1,1657.8219665527342,1155.0650207519532,1,0
aaaaabfd-1,1665.4408386230468,1155.5880737304688,1,0
aaaaabfe-1,1673.709454345703,1155.6528198242188,2,3
aaaaabff-1,1650.859375,1158.1182556152344,1,0
aaaaabfg-1,1660.4933654785157,1162.036016845703,1,0
aaaaabfh-1,1670.6195922851562,1163.5481079101562,4,3
aaaaabfi-1,1644.4517944335937,1166.7886291503903,3,4
aaaaabfj-1,1655.3211486816406,1167.7135437011718,1,0
aaaaabfk-1,1666.6102111816406,1169.90546875,5,0
aaaaabfl-1,1656.991680908203,1176.5309448242188,5,1
aaaaabfm-1,1651.19638671875,1177.3415161132812,4,0
aaaaabfn-1,1642.3558471679687,1179.169348144531,4,0
aaaaabfo-1,1664.4571960449218,1178.6753479003903,4,0
aaaaabfp-1,1672.7350463867188,1183.3193237304688,1,0
aaaaabga-1,1662.3691345214845,1185.894952392578,4,4
aaaaabgb-1,1653.5135498046875,1186.7099853515624,4,4
aaaaabgc-1,1657.8883728027342,1192.8562988281249,0,2
aaaaabgd-1,1664.8435974121094,1193.9374755859374,4,4
aaaaabge-1,1650.5345031738282,1195.4860900878905,0,2
aaaaabgf-1,1675.292724609375,1208.01103515625,0,2
aaaaabgg-1,1643.8907653808594,1198.3550476074215,1,0
aaaaabgh-1,1657.1036376953125,1199.7450134277344,0,2
aaaaabgi-1,1662.9623291015623,1202.5992370605468,0,2
aaaaabgj-1,1649.9830200195313,1217.838848876953,0,2
aaaaabgk-1,1656.8111389160156,1213.0460815429688,0,2
aaaaabgl-1,1666.429357910156,1215.6151733398438,0,2
aaaaabgm-1,1643.6349975585938,1215.6796081542968,0,2
aaaaabgn-1,1659.4338745117186,1093.480383300781,3,4
aaaaabgo-1,1673.2179443359375,1082.9635009765625,4,4
aaaaabgp-1,1647.412579345703,1113.439611816406,1,0
aaaaabha-1,1658.811212158203,1101.937945556641,1,0
aaaaabhb-1,1651.473114013672,1117.9725646972656,1,0
aaaaabhc-1,1669.4456542968749,1103.7528076171875,1,0
aaaaabhd-1,1662.301171875,1113.763446044922,3,4
aaaaabhe-1,1648.0379394531249,1125.347186279297,4,4
aaaaabhf-1,1657.4934631347655,1122.976690673828,4,0
aaaaabhg-1,1671.5473083496092,1122.0382873535157,1,0
aaaaabhh-1,1651.0298522949215,1071.0385986328124,3,4
aaaaabhi-1,1671.165264892578,1071.623077392578,3,4
aaaaabhj-1,1639.8925903320312,1046.987811279297,3,4
aaaaabhk-1,1651.0298522949215,1036.2173400878903,3,4
aaaaabhl-1,1647.0629089355468,1052.682043457031,3,4
aaaaabhm-1,1670.1776794433592,1023.1683044433594,3,4
aaaaabhn-1,1654.7190307617186,1050.8251586914062,3,4
aaaaabho-1,1665.4864929199218,1031.5492919921874,3,4
aaaaabhp-1,1664.1427001953125,1042.9999084472656,3,4
aaaaabia-1,1658.3562255859374,1056.841046142578,4,4
aaaaabib-1,1671.3072082519532,1040.892132568359,3,4
aaaaabic-1,1664.449932861328,1054.5559448242186,4,4
aaaaabid-1,1658.1673828125,1062.8349365234374,4,4
aaaaabie-1,1651.144091796875,1003.3058837890624,3,4
aaaaabif-1,1654.384924316406,1016.202081298828,3,4
aaaaabig-1,1666.4202270507812,1003.6655151367188,1,0
aaaaabih-1,1668.207696533203,1013.3322937011718,3,4
aaaaabii-1,1645.932550048828,986.5024047851564,4,4
aaaaabij-1,1651.8032775878903,975.0571838378906,1,0
aaaaabik-1,1655.5156982421877,982.0639770507812,1,0
aaaaabil-1,1660.280450439453,977.7157165527344,1,0
aaaaabim-1,1665.1375488281249,968.5791503906248,4,0
aaaaabin-1,1654.6102905273438,989.229522705078,3,4
aaaaabio-1,1667.808740234375,982.632061767578,3,4
aaaaabip-1,1663.9050903320312,994.2801330566406,3,4
aaaaabja-1,3309.2737060546874,3477.1281616210936,0,2
aaaaabjb-1,3296.1435302734376,3489.6517578125,0,2
aaaaabjc-1,3318.9476440429685,3496.221826171875,0,2
aaaaabjd-1,3311.391650390625,3497.2797607421876,0,2
aaaaabje-1,3303.303991699219,3502.459033203125,0,2
aaaaabjf-1,3287.96767578125,3502.6827392578125,0,2
aaaaabjg-1,3313.800537109375,3513.5800048828123,2,1
aaaaabjh-1,3300.166088867187,3519.8387939453123,4,1
aaaaabjj-1,3301.3794555664062,3529.305419921875,0,2
aaaaabjk-1,3309.871154785156,3531.3212646484376,2,1
aaaaabjl-1,3292.0207397460936,3535.5870361328125,0,2
aaaaabjm-1,3307.647998046875,3540.40439453125,0,2
aaaaabjp-1,3308.650732421875,3549.2575927734374,0,2
aaaaabka-1,3306.542333984375,3557.126318359375,2,1
aaaaabkb-1,3288.8247314453124,3554.330615234375,0,2
aaaaabkc-1,3299.207556152344,3557.3085205078123,0,2
aaaaabkd-1,3292.15126953125,3561.383374023437,0,2
aaaaabke-1,3294.4275512695312,3568.4050048828126,0,2
aaaaabkf-1,3315.5208740234375,3694.835864257812,4,4
aaaaabkg-1,3293.49267578125,3577.986181640625,0,2
aaaaabkh-1,3291.7441162109376,3586.363330078125,0,2
aaaaabki-1,3311.93701171875,3580.0111572265623,2,1
aaaaabkj-1,3294.003173828125,3595.1613281249997,0,2
aaaaabkk-1,3307.238146972656,3600.51201171875,2,1
aaaaabkl-1,3295.065466308594,3604.9520996093743,2,1
aaaaabkm-1,3303.4316162109376,3613.189379882812,5,1
aaaaabkn-1,3312.098876953125,3613.6093994140624,2,1
aaaaabko-1,3315.330993652344,3622.115625,2,1
aaaaabkp-1,3292.7885620117186,3618.6106201171874,1,0
aaaaabla-1,3296.672705078125,3624.648193359375,4,4
aaaaablb-1,3301.3219726562497,3629.9710693359375,0,2
aaaaablc-1,3311.5655517578125,3629.097412109375,0,2
aaaaabld-1,3291.901416015625,3631.3112304687497,0,2
aaaaable-1,3305.971447753906,3631.779809570312,0,2
aaaaablf-1,3298.7059814453123,3636.5573242187497,0,2
aaaaablg-1,3311.0575439453123,3639.792553710937,0,2
aaaaabli-1,3305.1971923828123,3643.0900390625,0,2
aaaaablj-1,3290.160119628906,3643.2560546875,0,2
aaaaablk-1,3315.8082885742188,3646.953637695312,0,2
aaaaabll-1,3296.7345458984373,3648.007006835938,0,2
aaaaablm-1,3319.573107910156,3593.432690429687,2,1
aaaaabln-1,3319.7733642578123,3764.5524658203126,3,4
aaaaablo-1,3296.7760498046873,3775.7265625,0,2
aaaaablp-1,3304.89296875,3776.156127929687,0,2
aaaaabma-1,3289.295178222656,3781.9421875,0,2
aaaaabmb-1,3310.1124999999997,3787.024755859375,0,2
aaaaabmc-1,3298.3756103515625,3791.983642578125,0,2
aaaaabmd-1,3319.1111694335937,3790.5048583984376,0,2
aaaaabme-1,3308.79599609375,3797.410278320313,0,2
aaaaabmf-1,3304.2868041992188,3803.802294921875,2,1
aaaaabmg-1,3295.2370849609374,3804.1251953125,5,1
aaaaabmh-1,3313.591357421875,3807.36748046875,0,2
aaaaabmi-1,3298.123889160156,3811.24892578125,2,1
aaaaabmj-1,3304.4430664062497,3659.208081054687,0,2
aaaaabmk-1,3304.6346069335937,3818.9723876953126,2,1
aaaaabml-1,3307.1995483398437,3829.0204833984376,2,1
aaaaabmm-1,3294.9565185546876,3707.5534912109374,3,4
aaaaabmn-1,3311.8125,3839.127514648437,2,1
aaaaabmo-1,3300.600634765625,3851.75341796875,2,1
aaaaabmp-1,3295.8727172851563,3842.5544921875,2,1
aaaaabna-1,3308.6314331054687,3858.4654296875,4,4
aaaaabnb-1,3322.515942382812,3852.002026367187,2,1
aaaaabnc-1,3296.9547241210935,3858.98837890625,5,0
aaaaabnd-1,3313.4216064453126,3870.736889648437,2,3
aaaaabne-1,3295.306604003906,3865.4484619140626,2,3
aaaaabnf-1,3291.13359375,3876.7034912109375,2,3
aaaaabng-1,3303.875915527344,3880.1325439453126,2,3
aaaaabnh-1,3319.240246582031,3883.578198242187,2,1
aaaaabni-1,3307.042041015625,3891.62705078125,2,1
