ID,x,y,label_3PCs_k6,label_10PCs_k6
aaaacomd-1,1070.4528747558593,2250.383093261719,2,1
aaaacome-1,1053.785113525391,2250.0398559570312,1,0
aaaacomf-1,1046.2930358886715,2251.0317993164062,1,0
aaaacomg-1,1004.7684814453124,2252.9206420898436,1,0
aaaacomh-1,1022.1015502929688,2253.666467285156,1,0
aaaacomi-1,998.4814697265624,2253.379675292969,1,0
aaaacomj-1,1015.3319519042968,2254.5807983398436,1,0
aaaacomk-1,875.4220764160156,2436.2531494140626,1,0
aaaacoml-1,877.5231079101562,2430.376611328125,1,0
aaaacomm-1,876.6461303710937,2417.809851074219,1,0
aaaacomn-1,879.3279052734375,2423.49609375,1,0
aaaacomo-1,877.317041015625,2392.5404052734375,1,0
aaaacomp-1,877.5671020507813,2408.965783691406,1,0
aaaacona-1,878.895849609375,2373.8383300781247,1,0
aaaaconb-1,877.9678222656249,2401.9038940429687,1,0
aaaaconc-1,879.8522033691406,2413.5911865234375,1,0
aaaacond-1,879.9620849609374,2385.970959472656,1,0
aaaacone-1,882.621240234375,2400.2902221679688,1,0
aaaaconf-1,884.311279296875,2377.707946777344,1,0
aaaacong-1,885.1282836914062,2415.93076171875,1,0
aaaaconh-1,884.2086608886718,2406.6403198242188,1,0
aaaaconi-1,884.8006103515625,2391.7819213867188,1,0
aaaaconj-1,886.5779113769531,2384.5963500976563,1,0
aaaaconk-1,887.5677795410156,2396.2552124023437,1,0
aaaaconl-1,889.3370910644531,2408.7763183593747,1,0
aaaaconm-1,892.3453979492188,2399.206970214844,1,0
aaaaconn-1,889.5284240722656,2419.557580566406,1,0
aaaacono-1,891.5417785644531,2391.271838378906,1,0
aaaaconp-1,892.3212219238281,2425.928430175781,1,0
aaaacooa-1,892.4843322753906,2375.7060058593747,1,0
aaaacoob-1,896.8291687011719,2389.53759765625,1,0
aaaacooc-1,895.3315002441406,2403.831750488281,1,0
aaaacood-1,897.4404174804687,2384.9904296874997,4,0
aaaacooe-1,897.6811401367187,2382.009826660156,1,0
aaaacoof-1,896.6518432617187,2416.017297363281,1,0
aaaacoog-1,897.788427734375,2409.2785156249997,1,0
aaaacooh-1,899.0615600585937,2422.6597900390625,2,1
aaaacooi-1,904.0698364257812,2378.073181152344,1,0
aaaacooj-1,902.0795166015624,2402.4899291992188,1,0
aaaacook-1,904.7216552734376,2411.8637939453124,1,5
aaaacool-1,905.2063171386718,2423.469738769531,1,0
aaaacoom-1,907.1555480957032,2417.822717285156,1,0
aaaacoon-1,907.651104736328,2392.013928222656,4,4
aaaacooo-1,911.813427734375,2401.498815917969,5,0
aaaacoop-1,912.0772888183592,2411.610412597656,1,0
aaaacopa-1,913.3254150390624,2423.0706787109375,1,0
aaaacopb-1,915.5931884765624,2417.5008544921875,5,1
aaaacopc-1,918.2865844726564,2407.272424316406,1,0
aaaacopd-1,919.387890625,2412.780615234375,1,0
aaaacope-1,918.7994689941406,2400.739294433594,5,0
aaaacopf-1,920.688311767578,2424.9018310546876,1,0
aaaacopg-1,919.5540100097656,2386.071398925781,4,4
aaaacoph-1,921.991534423828,2419.0526855468747,1,0
aaaacopi-1,866.0308837890625,2306.7889770507813,3,4
aaaacopj-1,870.9980712890625,2313.256115722656,3,4
aaaacopl-1,884.8273803710937,2314.486083984375,4,4
aaaacopm-1,878.9828002929687,2315.7199951171874,4,4
aaaacopn-1,870.5781555175781,2322.6353759765625,4,4
aaaacopo-1,877.595947265625,2326.600244140625,3,4
aaaacpaa-1,888.1093017578124,2325.858154296875,3,4
aaaacpab-1,863.7590118408203,2326.7677124023435,3,4
aaaacpac-1,897.0076354980469,2329.5501342773437,3,4
aaaacpad-1,869.4173431396484,2334.4930419921875,4,0
aaaacpae-1,857.5382507324218,2333.691394042969,4,0
aaaacpaf-1,903.7607360839844,2332.3564208984376,3,4
aaaacpag-1,885.0551330566406,2334.2682983398436,1,0
aaaacpah-1,920.3178894042968,2336.051306152344,4,4
aaaacpai-1,878.3599304199219,2336.855236816406,1,0
aaaacpaj-1,860.5940277099609,2339.1400268554685,4,0
aaaacpak-1,870.2767333984375,2340.918884277344,1,0
aaaacpal-1,852.3073577880859,2341.991552734375,3,4
aaaacpam-1,916.9104187011718,2343.636767578125,3,4
aaaacpan-1,888.333837890625,2341.430627441406,1,0
aaaacpao-1,902.4128967285156,2343.9968139648436,4,4
aaaacpap-1,860.7753997802735,2347.6813232421873,1,0
aaaacpba-1,881.2327270507812,2347.3478393554688,5,1
aaaacpbb-1,874.747637939453,2347.311315917969,1,0
aaaacpbc-1,866.7111846923827,2352.982409667969,1,0
aaaacpbd-1,874.4381225585937,2354.52822265625,1,0
aaaacpbe-1,857.760140991211,2358.384558105469,1,0
aaaacpbf-1,904.517041015625,2354.0938842773435,3,4
aaaacpbg-1,877.4189331054687,2358.6485229492187,4,4
aaaacpbh-1,894.0527648925781,2359.87060546875,4,4
aaaacpbi-1,913.5293029785156,2361.056579589844,3,4
aaaacpbj-1,903.5818542480469,2364.348254394531,4,4
aaaacpbk-1,917.869989013672,2372.21220703125,3,4
aaaacpbl-1,884.221630859375,2365.298693847656,3,4
aaaacpbm-1,900.935772705078,2369.5638427734375,4,4
aaaacpbn-1,928.4804626464844,2329.7535034179687,4,4
aaaacpbo-1,889.236962890625,2350.2854858398437,4,4
aaaacpbp-1,931.796728515625,2338.4801147460935,3,4
aaaacpca-1,929.9736694335936,2352.7460449218747,3,4
aaaacpcb-1,926.8036010742188,2364.5236083984373,3,4
aaaacpcc-1,1472.4552490234375,1982.795166015625,0,2
aaaacpcd-1,1511.08916015625,1985.8239135742188,2,1
aaaacpce-1,1477.4287658691403,1983.5553100585937,0,2
aaaacpcf-1,1459.1137145996092,1987.60380859375,0,2
aaaacpcg-1,1451.4368408203125,1989.4179443359376,0,2
aaaacpch-1,1493.8277893066406,1984.216259765625,0,2
aaaacpci-1,1466.7366333007812,1987.878564453125,0,2
aaaacpcj-1,1484.1364196777342,1986.847607421875,0,2
aaaacpck-1,1497.2565307617188,1988.9043334960936,0,2
aaaacpcm-1,1505.9361389160156,1993.7262573242188,0,2
aaaacpcn-1,1478.4120971679688,1994.19296875,0,2
aaaacpco-1,1484.5945190429686,1993.9837890625,0,2
aaaacpcp-1,1468.073370361328,1999.222412109375,0,2
aaaacpda-1,1494.4430847167969,1995.127014160156,0,2
aaaacpdb-1,1501.6485778808594,2000.2232788085937,0,2
aaaacpdc-1,1488.8210693359374,1998.9875,0,2
aaaacpdd-1,1436.9322631835937,1999.087316894531,0,2
aaaacpde-1,1477.88603515625,2007.467370605469,0,2
aaaacpdf-1,1493.0645324707032,2004.6523681640624,0,2
aaaacpdh-1,1498.9772827148438,2008.4651245117184,0,2
aaaacpdi-1,1486.586602783203,2010.25498046875,0,2
aaaacpdj-1,1496.1862487792969,2014.5093383789065,0,2
aaaacpdk-1,1485.185015869141,2015.4292724609377,0,2
aaaacpdl-1,1507.6362426757812,2014.88349609375,0,2
aaaacpdn-1,1491.842242431641,2020.2248413085936,0,2
aaaacpdo-1,1502.1247314453124,2022.672326660156,0,2
aaaacpdp-1,1497.5367858886718,2026.1472412109376,0,2
aaaacpea-1,1476.8062072753903,2023.5046875,0,2
aaaacpeb-1,1490.807550048828,2026.525549316406,0,2
aaaacpec-1,1502.8394287109377,2032.6589965820312,0,2
aaaacped-1,1480.9793212890625,2032.6826538085936,0,2
aaaacpee-1,1495.5009155273438,2038.363916015625,0,2
aaaacpef-1,1491.3150390625,2041.0676879882812,0,2
aaaacpeg-1,1484.2335388183594,2041.0432006835936,0,2
aaaacpeh-1,1479.8553955078123,2042.363439941406,0,2
aaaacpei-1,1507.8592224121094,2043.8353759765623,2,1
aaaacpej-1,1469.793499755859,2038.4977661132812,0,2
aaaacpek-1,1521.6354064941406,1985.2320678710937,2,1
aaaacpel-1,1517.6108764648436,2002.677819824219,2,1
aaaacpem-1,1521.543682861328,2023.0769897460937,2,1
aaaacpen-1,1515.4973937988282,2032.6467529296872,2,1
aaaacpeo-1,1522.4668334960936,2038.3612182617187,2,1
aaaacpep-1,1518.81220703125,2046.839013671875,2,1
aaaacpfa-1,924.9374816894532,2404.5869140625,4,4
aaaacpfb-1,927.5564819335938,2413.99833984375,1,0
aaaacpfc-1,926.9594482421876,2395.1790161132812,1,0
aaaacpfd-1,929.2383239746092,2429.131494140625,1,0
aaaacpfe-1,927.2709350585938,2422.4425170898435,1,0
aaaacpff-1,931.0942749023436,2408.002685546875,1,0
aaaacpfg-1,933.5153015136718,2419.8620117187497,1,0
aaaacpfh-1,932.3408447265624,2382.6593627929688,5,1
aaaacpfi-1,933.8302124023436,2402.147521972656,1,0
aaaacpfj-1,935.3286071777344,2393.9542358398435,5,0
aaaacpfk-1,938.7140808105468,2409.8560424804687,5,1
aaaacpfl-1,939.6621337890624,2423.2074340820313,1,0
aaaacpfm-1,940.5038330078124,2428.3615966796874,1,0
aaaacpfn-1,940.4789306640624,2381.451184082031,4,4
aaaacpfo-1,940.0259155273436,2415.417980957031,1,0
aaaacpfp-1,944.883740234375,2392.2621215820313,4,4
aaaacpga-1,942.6214660644532,2401.4313720703126,1,0
aaaacpgb-1,946.9659912109374,2413.953723144531,1,0
aaaacpgc-1,946.5579040527344,2382.173352050781,4,4
aaaacpgd-1,947.0234741210936,2429.207238769531,1,0
aaaacpge-1,946.1563537597656,2371.280236816406,4,4
aaaacpgf-1,950.6266357421874,2403.9985961914062,1,0
aaaacpgg-1,952.5393432617188,2381.1639770507813,4,4
aaaacpgh-1,950.8792907714844,2423.4909057617188,1,0
aaaacpgi-1,954.5912963867188,2409.7437744140625,1,0
aaaacpgj-1,956.2301818847656,2375.372314453125,1,0
aaaacpgk-1,954.8076354980468,2395.256213378906,1,0
aaaacpgl-1,956.3500244140624,2419.598876953125,1,0
aaaacpgm-1,956.861767578125,2428.2281616210935,1,0
aaaacpgn-1,958.97431640625,2387.9658447265624,1,0
aaaacpgo-1,960.585809326172,2403.8962890625,5,1
aaaacpgp-1,965.1864135742188,2411.1117431640623,2,3
aaaacpha-1,962.3244079589844,2423.989990234375,1,0
aaaacphb-1,963.5984741210938,2399.9235351562497,5,1
aaaacphc-1,962.9613891601564,2370.3557373046874,3,4
aaaacphd-1,964.8590515136718,2390.2537475585937,1,0
aaaacphe-1,963.41689453125,2379.953723144531,1,0
aaaacphf-1,968.1761474609376,2428.0505249023436,5,0
aaaacphg-1,968.4694763183594,2397.493273925781,4,4
aaaacphh-1,967.784765625,2383.9692260742186,1,0
aaaacphi-1,970.3298889160156,2371.2893676757812,1,0
aaaacphj-1,971.0754028320312,2378.0908203125,5,0
aaaacphk-1,972.168096923828,2387.9040039062497,1,0
aaaacphl-1,972.450634765625,2416.6259521484376,5,0
aaaacphm-1,977.8197875976564,2395.9142578124997,2,3
aaaacphn-1,977.603448486328,2383.294995117187,1,0
aaaacpho-1,975.4901733398438,2433.742578125,1,0
aaaacphp-1,979.9028686523436,2427.49541015625,4,4
aaaacpia-1,979.9703125,2375.0705810546874,1,0
aaaacpib-1,980.0710632324218,2418.00927734375,5,1
aaaacpic-1,860.4330444335938,2252.6996337890623,1,0
aaaacpid-1,908.9165588378906,2252.8486328125,3,4
aaaacpie-1,868.326983642578,2252.7253662109374,1,0
aaaacpif-1,865.7724700927735,2258.916711425781,1,0
aaaacpig-1,894.0085632324218,2254.8835693359374,4,0
aaaacpih-1,912.9238647460936,2261.6379150390626,3,4
aaaacpii-1,902.6377441406248,2259.679345703125,3,4
aaaacpij-1,883.2378845214844,2258.220690917969,4,0
aaaacpik-1,896.3054931640625,2264.0521972656247,4,0
aaaacpil-1,870.6924987792969,2266.062023925781,3,4
aaaacpim-1,890.49619140625,2270.840783691406,4,0
aaaacpin-1,903.2745178222656,2270.701953125,3,4
aaaacpio-1,912.4553894042969,2273.023266601562,4,4
aaaacpip-1,897.7263793945312,2276.9296142578123,4,0
aaaacpja-1,907.9678833007812,2281.8577880859375,3,4
aaaacpjb-1,877.1320373535156,2281.216345214844,4,4
aaaacpjc-1,861.8173553466796,2282.3566650390626,4,4
aaaacpjd-1,892.3892883300781,2286.3761108398435,3,4
aaaacpje-1,911.5736389160156,2284.8095458984376,4,4
aaaacpjf-1,884.3392944335938,2291.252197265625,4,4
aaaacpjg-1,894.4991394042969,2299.2468872070312,3,4
aaaacpjh-1,879.8657958984375,2300.7868896484374,4,4
aaaacpji-1,922.0847106933594,2268.5914794921873,3,4
aaaacpjj-1,924.7803894042968,2286.1038452148437,3,4
aaaacpjk-1,911.3957946777344,2290.3941040039062,4,4
aaaacpjl-1,877.6106811523438,2289.728588867187,4,4
aaaacpjm-1,912.551885986328,2301.2724853515624,3,4
aaaacpjn-1,878.0965881347656,2271.756359863281,3,4
aaaacpjo-1,924.2108520507812,2253.6401123046876,4,0
aaaacpjp-1,865.0341674804687,2294.37578125,3,4
aaaacpka-1,925.5947998046876,2304.688464355469,4,4
aaaacpkb-1,879.3743896484375,2207.0017578125,1,0
aaaacpkc-1,904.4434753417968,2206.4354370117185,1,0
aaaacpkd-1,857.0049255371093,2208.125061035156,1,0
aaaacpke-1,873.3111877441406,2207.68076171875,1,0
aaaacpkf-1,888.0498474121093,2210.593298339844,1,0
aaaacpkg-1,867.0243835449219,2209.564416503906,1,0
aaaacpkh-1,904.8376586914062,2211.5744506835936,1,0
aaaacpki-1,912.46171875,2213.1306396484374,1,0
aaaacpkj-1,881.5510620117187,2217.5184326171875,1,0
aaaacpkk-1,897.0505920410156,2215.278259277344,1,0
aaaacpkm-1,859.511553955078,2215.1908935546876,4,0
aaaacpkn-1,868.8191162109375,2218.0191772460935,1,0
aaaacpko-1,908.3724426269532,2218.3190429687497,1,0
aaaacpkp-1,901.2480895996092,2222.189282226562,1,0
aaaacpla-1,861.7329467773437,2223.525500488281,1,0
aaaacplb-1,916.5490234375,2221.077392578125,5,0
aaaacplc-1,853.4216339111327,2222.911657714844,1,0
aaaacpld-1,872.8872253417968,2224.646936035156,1,0
aaaacple-1,910.6603454589844,2228.0091674804685,1,0
aaaacplf-1,880.1942993164063,2227.17763671875,1,0
aaaacplg-1,896.7626586914063,2227.0962890625,4,4
aaaacplh-1,867.0062255859375,2231.152880859375,1,0
aaaacpli-1,886.2161010742187,2230.4294677734374,4,0
aaaacplj-1,873.9956909179688,2232.6918457031247,1,0
aaaacplk-1,900.1373413085937,2234.0394775390623,3,4
aaaacpll-1,861.551626586914,2236.109899902344,1,0
aaaacplm-1,880.0980102539062,2241.3074340820312,1,0
aaaacplo-1,871.0975769042968,2240.890734863281,1,0
aaaacplp-1,916.0868774414064,2239.767431640625,4,0
aaaacpma-1,903.997412109375,2243.434924316406,3,4
aaaacpmb-1,861.7329986572265,2243.7349975585935,1,0
aaaacpmc-1,890.241357421875,2243.3660278320312,4,0
aaaacpmd-1,855.5041961669922,2243.8725830078124,5,0
aaaacpme-1,871.4393615722656,2248.4427856445313,1,0
aaaacpmf-1,917.5062072753906,2210.0311279296875,1,0
aaaacpmg-1,917.7773315429688,2229.7153930664062,1,0
aaaacpmh-1,918.4716918945312,2246.9017456054685,4,0
aaaacpmi-1,923.0824645996094,2208.4151733398435,1,0
aaaacpmj-1,928.1828796386718,2218.4356689453125,2,1
aaaacpmk-1,927.467352294922,2229.2594726562497,1,0
aaaacpml-1,926.9541564941406,2245.6547607421876,4,0
aaaacpmm-1,925.1625366210938,2235.9582031249997,1,0
aaaacpmn-1,1097.2925170898436,2330.262548828125,1,0
aaaacpmo-1,1100.864239501953,2355.5847045898436,2,3
aaaacpmp-1,1100.606915283203,2342.6062255859374,5,1
aaaacpna-1,1098.5462463378906,2310.9018066406247,2,1
aaaacpnb-1,1099.4206298828124,2386.5708984375,5,0
aaaacpnc-1,1099.4596435546875,2370.1724975585935,5,1
aaaacpnd-1,1102.7964538574215,2377.9459716796873,2,1
aaaacpne-1,1103.205163574219,2330.6784179687497,5,1
aaaacpnf-1,1102.059552001953,2297.6861328125,2,1
aaaacpng-1,1104.6492919921875,2316.7957763671875,5,1
aaaacpnh-1,1106.644073486328,2324.1824340820312,5,1
aaaacpni-1,1106.9237060546875,2387.254052734375,1,0
aaaacpnj-1,1107.2351928710937,2307.9388427734375,5,1
aaaacpnk-1,1109.7227294921877,2331.527380371094,5,0
aaaacpnl-1,1109.9870056152342,2390.0748657226563,4,4
aaaacpnm-1,1109.14375,2366.5299072265625,2,1
aaaacpnn-1,1109.6533142089845,2339.172399902344,5,1
aaaacpno-1,1109.4445495605469,2381.755407714844,1,0
aaaacpnp-1,1111.8815551757812,2304.2642944335935,5,1
aaaacpoa-1,1111.7874450683594,2297.6325927734374,2,1
aaaacpob-1,1112.7980651855469,2312.812854003906,1,0
aaaacpoc-1,1113.2635314941406,2319.0328369140625,1,5
aaaacpod-1,1115.018524169922,2325.454113769531,5,0
aaaacpoe-1,1114.1929077148436,2357.509033203125,2,3
aaaacpof-1,1114.4289611816405,2375.2872314453125,1,0
aaaacpog-1,1115.9802734375,2381.2339111328124,5,0
aaaacpoh-1,1115.6162841796877,2389.9839721679687,1,0
aaaacpoi-1,1117.993212890625,2332.395849609375,5,1
aaaacpoj-1,1113.492218017578,2348.964831542969,2,3
aaaacpok-1,1117.8945373535155,2362.06533203125,2,3
aaaacpol-1,1118.7105041503903,2340.097937011719,5,0
aaaacpom-1,1119.502813720703,2294.452355957031,5,1
aaaacpon-1,1119.0586181640624,2305.442590332031,1,0
aaaacpoo-1,1119.4567443847657,2368.319140625,2,1
aaaacpop-1,1120.4848999023436,2318.466516113281,1,0
aaaacppa-1,1122.2417602539062,2381.4163208007812,5,0
aaaacppb-1,1124.780450439453,2387.946545410156,5,0
aaaacppc-1,1124.6026062011715,2338.993518066406,5,5
aaaacppd-1,1124.346838378906,2313.8566772460936,1,0
aaaacppe-1,1124.9302795410156,2297.549792480469,2,1
aaaacppf-1,1125.7588012695312,2373.6227172851563,2,1
aaaacppg-1,1126.9972778320312,2356.6268676757813,5,5
aaaacpph-1,1127.1180541992187,2364.1004760742185,5,1
aaaacppi-1,1127.71923828125,2307.757470703125,1,0
aaaacppj-1,1127.4171936035157,2327.4963134765626,5,1
aaaacppk-1,1127.1451354980468,2349.598596191406,1,0
aaaacppl-1,1129.8974670410155,2303.6979736328126,5,0
aaaacppm-1,1130.348303222656,2316.9904296874997,1,0
aaaacppn-1,891.3606140136718,2143.9025390624997,2,3
aaaacppo-1,854.5188934326171,2148.8624633789063,2,1
aaaacppp-1,899.7310180664062,2147.90517578125,2,3
aaaadaaa-1,878.42353515625,2149.0494384765625,2,1
aaaadaab-1,904.8492797851562,2155.3823120117186,2,3
aaaadaac-1,889.8210266113281,2153.396557617187,2,3
aaaadaad-1,913.504296875,2154.177453613281,2,1
aaaadaae-1,900.9977172851562,2160.385607910156,2,3
aaaadaaf-1,855.5086059570312,2157.473693847656,1,0
aaaadaag-1,868.5735687255859,2157.394006347656,1,0
aaaadaah-1,861.6560607910156,2158.7314697265624,1,0
aaaadaai-1,888.5859741210937,2163.2269653320313,2,3
aaaadaaj-1,877.4657287597656,2162.220495605469,1,0
aaaadaak-1,915.7889831542968,2164.001220703125,1,0
aaaadaal-1,855.1218414306641,2168.633056640625,4,4
aaaadaam-1,860.9334259033203,2170.5268798828124,1,0
aaaadaan-1,902.5446716308594,2171.173095703125,4,4
aaaadaao-1,868.7009338378906,2169.4755859375,2,1
aaaadaap-1,873.8999206542968,2169.061584472656,5,0
aaaadaba-1,917.3170532226562,2174.19873046875,4,4
aaaadabb-1,886.3481872558593,2172.89384765625,1,0
aaaadabc-1,877.0772521972656,2177.140734863281,2,1
aaaadabd-1,860.4010864257813,2176.506140136719,5,1
aaaadabe-1,868.3509521484375,2180.817150878906,1,0
aaaadabf-1,856.3534698486328,2182.8136962890626,5,1
aaaadabg-1,886.3860595703125,2182.292822265625,1,0
aaaadabh-1,896.5069946289062,2184.000915527344,1,0
aaaadabi-1,909.9732482910156,2186.78935546875,5,0
aaaadabj-1,861.1063415527343,2191.319091796875,1,0
aaaadabk-1,872.1366271972656,2191.5486083984374,2,1
aaaadabl-1,920.1783325195312,2191.851171875,5,0
aaaadabm-1,886.5514526367188,2196.91298828125,5,0
aaaadabn-1,895.0355773925781,2196.029992675781,1,0
aaaadabo-1,915.1080078125,2199.7584960937497,5,1
aaaadabp-1,879.7210510253906,2200.0888671875,1,0
aaaadaca-1,868.964224243164,2200.1731201171874,1,5
aaaadacb-1,857.9166107177734,2199.52275390625,5,1
aaaadacc-1,905.9237121582032,2197.398999023437,4,4
aaaadacd-1,897.5753051757812,2203.9717651367187,1,0
aaaadace-1,904.8500061035156,2143.2664916992185,2,1
aaaadacf-1,922.190753173828,2154.8998291015623,1,0
aaaadach-1,880.116064453125,2190.0424316406247,1,0
aaaadaci-1,911.0863830566406,2204.8680419921875,1,0
aaaadacj-1,926.2183959960936,2141.160168457031,5,1
aaaadack-1,926.3134399414064,2148.875537109375,1,0
aaaadacl-1,916.523291015625,2144.5307006835938,4,4
aaaadacm-1,926.5733581542968,2164.6407958984373,1,0
aaaadacn-1,960.6898803710938,2215.427673339844,5,1
aaaadaco-1,952.3885803222656,2217.702294921875,4,0
aaaadacp-1,957.1783386230468,2222.4283447265625,1,5
aaaadada-1,956.6950256347656,2205.890490722656,4,4
aaaadadb-1,947.135223388672,2210.824267578125,2,3
aaaadadc-1,944.2982238769532,2216.0855102539062,2,3
aaaadade-1,952.3287109375,2225.832287597656,1,0
aaaadadf-1,965.7492065429688,2207.588415527344,5,0
aaaadadg-1,968.6810424804688,2215.833996582031,1,0
aaaadadh-1,966.1597839355468,2226.489709472656,1,0
aaaadadi-1,960.7048217773436,2232.050610351562,1,0
aaaadadj-1,970.67509765625,2222.7643188476563,1,0
aaaadadk-1,948.2627807617188,2199.9489990234374,2,1
aaaadadm-1,952.2272338867188,2234.159631347656,1,0
aaaadadn-1,943.3340881347656,2224.7475830078124,1,5
aaaadado-1,975.7102478027344,2208.8015747070312,1,0
aaaadadp-1,976.0940551757812,2218.1488769531247,1,0
aaaadaea-1,937.6412048339844,2220.4928100585935,1,0
aaaadaeb-1,960.5893371582032,2196.470764160156,5,1
aaaadaec-1,938.1330261230468,2226.39404296875,1,0
aaaadaed-1,944.1551391601562,2233.8861206054685,1,0
aaaadaee-1,939.7067504882812,2202.845764160156,1,0
aaaadaef-1,972.6106323242188,2200.212548828125,1,0
aaaadaeg-1,976.5140747070312,2227.240100097656,1,0
aaaadaeh-1,980.7810913085938,2214.5262084960937,5,1
aaaadaei-1,959.9462341308594,2190.5577026367187,5,1
aaaadaej-1,932.2109375,2225.324279785156,1,0
aaaadaek-1,983.1504455566406,2220.616076660156,1,0
aaaadael-1,934.5367126464844,2232.7653076171873,1,0
aaaadaem-1,931.7235778808594,2211.5491333007812,5,0
aaaadaen-1,931.1928466796876,2205.7197021484376,1,0
aaaadaeo-1,965.6825927734376,2190.0928588867187,1,0
aaaadaep-1,982.628741455078,2203.803051757812,1,0
aaaadafa-1,937.6774169921874,2239.143627929687,1,0
aaaadafb-1,958.793878173828,2186.723156738281,5,0
aaaadafc-1,973.2962768554688,2191.9312744140625,1,0
aaaadafd-1,934.5234313964844,2195.1185668945313,5,1
aaaadafe-1,986.61259765625,2224.300793457031,1,0
aaaadaff-1,975.9614501953124,2236.7716796874997,4,0
aaaadafg-1,982.2000061035156,2232.1439941406247,4,4
aaaadafh-1,960.1455566406248,2244.978454589844,1,0
aaaadafi-1,928.7082153320312,2196.6278564453123,4,0
aaaadafj-1,952.3962585449218,2185.7125366210935,1,0
aaaadafk-1,946.9782348632812,2245.129113769531,1,0
aaaadafl-1,985.697332763672,2228.4746337890624,1,0
aaaadafm-1,968.9564208984376,2185.3400390624997,1,0
aaaadafn-1,938.4231384277344,2189.3868774414063,4,4
aaaadafo-1,971.3160217285156,2243.082141113281,5,0
aaaadafp-1,980.8811157226562,2242.3610107421873,1,0
aaaadaga-1,968.7363464355468,2250.7126342773436,4,0
aaaadagb-1,983.5264709472656,2191.840380859375,1,0
aaaadagc-1,987.4286682128906,2237.0005737304687,1,0
aaaadagd-1,939.800860595703,2182.652868652344,1,0
aaaadage-1,945.6782287597656,2179.6959228515625,4,4
aaaadagf-1,980.5627807617188,2184.7025390625,1,0
aaaadagg-1,936.1729003906248,2246.784497070312,5,0
aaaadagh-1,971.3146728515624,2179.1239990234376,1,0
aaaadagi-1,960.1531311035156,2177.398681640625,1,0
aaaadagj-1,983.1628967285156,2248.348571777344,1,0
aaaadagk-1,943.807958984375,2256.6651245117187,1,0
aaaadagl-1,960.1063354492188,2255.201904296875,4,4
aaaadagm-1,964.6775756835938,2171.850439453125,2,1
aaaadagn-1,954.5364074707032,2171.593737792969,1,0
aaaadago-1,933.4883239746092,2252.8700073242185,4,4
aaaadagp-1,951.4063903808592,2259.908447265625,3,4
aaaadaha-1,971.659259033203,2257.9722900390625,4,4
aaaadahb-1,981.464453125,2257.300549316406,4,0
aaaadahc-1,929.9520874023438,2179.8152465820312,1,0
aaaadahd-1,946.1771057128906,2170.0944091796873,4,4
aaaadahe-1,974.2359252929688,2171.3538452148437,2,1
aaaadahg-1,983.0121337890624,2175.6326904296875,2,1
aaaadahh-1,960.8388793945312,2264.7614990234374,3,4
aaaadahi-1,934.4016174316406,2262.435620117187,3,4
aaaadahk-1,975.1452758789062,2265.4212036132812,4,4
aaaadahl-1,974.819366455078,2270.948071289062,4,4
aaaadahm-1,957.562353515625,2272.055187988281,3,4
aaaadahn-1,959.4827392578125,2279.4244140625,3,4
aaaadaho-1,943.4126342773436,2276.7021728515624,3,4
aaaadahp-1,932.4249938964844,2273.2685546875,4,0
aaaadaia-1,973.2713745117188,2280.2553222656247,3,4
aaaadaib-1,980.9378723144532,2278.0419189453123,4,4
aaaadaid-1,991.3194519042968,2202.901379394531,1,0
aaaadaie-1,996.9107543945312,2207.8264404296874,3,4
aaaadaif-1,989.1151794433594,2213.900952148437,2,1
aaaadaig-1,997.5290588378906,2215.3764160156247,5,1
aaaadaih-1,992.4021850585938,2221.774658203125,1,0
aaaadaii-1,992.2638732910156,2229.8112670898436,1,0
aaaadaij-1,991.1630859375,2242.667932128906,1,0
aaaadaik-1,991.8925170898438,2257.754602050781,1,0
aaaadail-1,998.0032409667969,2259.505444335937,5,0
aaaadaim-1,992.5344787597656,2267.9074951171874,5,0
aaaadain-1,989.1746337890625,2279.5493408203124,4,0
aaaadaio-1,993.0974792480469,2249.5787475585935,1,0
aaaadaja-1,870.0117309570312,2063.9124755859375,2,1
aaaadajb-1,860.1574066162109,2063.5978759765626,2,1
aaaadajc-1,906.4236267089844,2062.4897216796876,2,3
aaaadajd-1,854.3561462402344,2062.5893310546876,5,1
aaaadaje-1,863.6573272705078,2071.5446289062497,2,1
aaaadajf-1,896.9959106445312,2073.556115722656,2,3
aaaadajg-1,875.5975341796875,2071.9557250976563,2,1
aaaadajh-1,906.5749084472656,2077.4383911132813,2,3
aaaadaji-1,888.6909790039062,2074.302563476562,2,1
aaaadajj-1,861.5999786376952,2081.2032104492187,2,1
aaaadajk-1,904.7754028320312,2089.796594238281,2,3
aaaadajl-1,873.8641235351562,2085.839611816406,2,1
aaaadajm-1,866.8631408691406,2096.5494873046873,2,1
aaaadajn-1,884.2044067382812,2096.4500854492185,2,3
aaaadajp-1,873.7857849121093,2107.58994140625,2,3
aaaadaka-1,907.5541931152344,2114.4362182617188,2,1
aaaadakb-1,863.1582427978516,2111.0432739257812,2,3
aaaadakc-1,858.1052459716797,2114.9274169921873,2,3
aaaadakd-1,856.9320343017578,2126.108361816406,2,3
aaaadake-1,880.5444885253906,2121.3117553710936,2,3
aaaadakf-1,910.4088317871092,2122.223596191406,1,0
aaaadakg-1,889.4221740722656,2131.3490600585938,2,1
aaaadakh-1,909.0519653320312,2128.7206176757813,1,0
