ID,x,y,kmeans
spot_830,5568,8705,4
spot_831,10140,8117,3
spot_832,7452,3016,3
spot_833,8293,2802,3
spot_834,6847,2674,0
spot_835,4726,8781,0
spot_836,4320,2901,2
spot_837,5170,3794,2
spot_838,7469,5230,0
spot_839,4598,7744,4
spot_840,8783,3905,1
spot_841,5523,2754,4
spot_842,5767,3167,4
spot_843,4482,8367,0
spot_844,11839,9903,3
spot_845,5041,2757,5
spot_846,6268,5655,2
spot_847,7841,6681,0
spot_848,4204,3525,2
spot_849,3847,4012,2
spot_850,10489,6522,3
spot_851,11063,2850,6
spot_852,4565,3453,2
spot_853,10873,9495,0
spot_854,5703,10573,0
spot_855,4106,6502,4
spot_856,9652,7290,3
spot_857,8462,9237,5
spot_858,8305,4324,3
spot_859,8320,6400,0
spot_860,9549,9575,4
spot_861,6749,5651,4
spot_862,3276,8100,0
spot_863,7219,4125,0
spot_864,6886,7796,5
spot_865,5679,7389,4
spot_866,3893,10102,0
spot_867,8687,7159,0
spot_868,5934,9325,4
spot_869,7021,9663,5
spot_870,8195,5779,0
spot_871,4564,3315,2
spot_872,8322,6539,0
spot_873,4812,4282,2
spot_874,10015,7495,3
spot_875,10369,6592,3
spot_876,9410,7153,3
spot_877,6859,4197,0
spot_878,3142,6371,0
spot_879,3741,6020,4
spot_880,2778,6027,0
spot_881,4496,10167,0
spot_882,9647,6598,3
spot_883,7149,10700,4
spot_884,11686,5544,1
spot_885,7486,7583,4
spot_886,9384,3693,1
spot_887,5321,7877,4
spot_888,6608,2953,0
spot_889,9292,7500,0
spot_890,8337,8615,5
spot_891,10248,6524,3
spot_892,9789,9434,0
spot_893,5190,6424,2
spot_894,3726,3944,4
spot_895,9657,7982,0
spot_896,6247,2887,0
spot_897,6049,8563,4
spot_898,6626,5306,4
spot_899,5785,5520,2
spot_900,5929,8633,4
spot_901,10146,8947,0
spot_902,11359,10045,3
spot_903,4804,3174,2
spot_904,4561,2899,2
spot_905,7824,4466,0
spot_906,5690,8912,4
spot_907,5195,7116,4
spot_908,6034,6625,2
spot_909,3507,6852,0
spot_910,7596,6129,0
spot_911,7258,9246,5
spot_912,9649,6875,3
spot_913,9170,7294,3
spot_914,10626,8667,3
spot_915,8530,2246,1
spot_916,10151,9639,0
spot_917,10221,2926,1
spot_918,7139,9455,5
spot_919,9375,2586,1
spot_920,7262,9800,5
spot_921,3032,7686,0
spot_922,9661,8536,0
spot_923,4962,8225,4
spot_924,6875,6411,4
spot_925,11207,5963,1
spot_926,11575,6860,1
spot_927,6894,8903,5
spot_928,7948,4950,3
spot_929,8811,7504,0
spot_930,3984,6295,4
spot_931,4813,4420,2
spot_932,9797,10542,4
spot_933,6391,6000,2
spot_934,8345,9584,5
spot_935,8547,4461,3
spot_936,11813,6443,1
spot_937,11329,6170,1
spot_938,6637,6690,2
spot_939,9984,3481,1
spot_940,5080,7878,4
spot_941,8187,4671,3
spot_942,5193,6839,5
spot_943,7949,5088,0
spot_944,9538,8191,0
spot_945,8537,3215,1
spot_946,6669,10981,4
spot_947,3642,8720,0
spot_948,5444,8222,4
spot_949,11563,5199,1
spot_950,10150,9501,0
spot_951,7356,6269,4
spot_952,2914,8033,0
spot_953,7993,10902,5
spot_954,10216,2233,6
spot_955,5659,4760,2
spot_956,7821,4051,3
spot_957,6967,2604,0
spot_958,10132,7148,3
spot_959,3275,7961,0
spot_960,8677,5775,3
spot_961,7470,5369,0
spot_962,10102,3134,1
spot_963,11208,6102,1
spot_964,10762,10811,0
spot_965,7952,5504,0
spot_966,7218,3987,0
spot_967,8072,5433,0
spot_968,3374,5262,0
spot_969,8475,10898,5
spot_970,7840,6543,0
spot_971,5430,6422,2
spot_972,3481,3392,4
spot_973,5669,6144,2
spot_974,8103,9447,5
spot_975,11364,10737,3
spot_976,5457,9883,0
spot_977,6909,10841,4
spot_978,8930,7434,0
spot_979,5088,8847,4
spot_980,6727,2744,0
spot_981,6122,2403,0
spot_982,3719,3113,2
spot_983,10227,3756,1
spot_984,9665,8951,0
spot_985,3882,8718,0
spot_986,9287,6808,3
spot_987,11104,8248,3
spot_988,10731,6659,1
spot_989,9911,9641,0
spot_990,4593,7190,4
spot_991,8470,10206,5
spot_992,10237,5002,1
spot_993,4562,3038,2
spot_994,6174,9185,4
spot_995,10727,6105,1
spot_996,10011,6941,3
spot_997,5800,7458,2
spot_998,4465,6153,4
spot_999,10943,2920,6
spot_1000,10390,9361,0
spot_1001,5783,5243,2
spot_1002,6298,9669,4
spot_1003,5823,10503,0
spot_1004,5302,5385,2
spot_1005,6243,2471,0
spot_1006,4586,6221,4
spot_1007,8906,4251,1
spot_1008,10238,5140,1
spot_1009,8455,8268,4
spot_1010,5658,4621,2
spot_1011,7749,10488,5
spot_1012,4584,5944,4
spot_1013,7953,5642,0
spot_1014,5040,2619,5
spot_1015,9739,2929,1
spot_1016,5904,5311,2
spot_1017,5673,6697,5
spot_1018,3138,5817,0
spot_1019,4490,9475,0
spot_1020,7855,8480,5
spot_1021,6401,7384,2
spot_1022,4960,7949,4
spot_1023,4252,9753,0
spot_1024,6881,7103,2
spot_1025,8464,9375,5
spot_1026,5173,4210,2
spot_1027,9894,7427,3
spot_1028,9431,9922,4
spot_1029,9015,2658,1
spot_1030,7268,10492,5
spot_1031,11681,4852,6
spot_1032,6998,6757,2
spot_1033,4958,7672,4
spot_1034,5912,6419,2
spot_1035,10345,3409,1
spot_1036,6607,2815,0
spot_1037,11844,10457,3
spot_1038,6788,10772,4
spot_1039,3761,8650,0
spot_1040,3157,8308,0
spot_1041,9990,4311,1
spot_1042,8095,8478,5
spot_1043,10348,3824,1
spot_1044,11451,6377,1
spot_1045,10944,3058,6
spot_1046,8092,8063,4
spot_1047,2779,6166,0
spot_1048,6541,9944,4
spot_1049,10394,9914,0
spot_1050,10610,6591,3
spot_1051,10855,7142,3
spot_1052,11934,6511,1
spot_1053,4798,2482,5
spot_1054,11557,4507,6
spot_1055,8180,3702,3
spot_1056,5428,6146,2
spot_1057,8326,7092,0
spot_1058,3262,6301,0
spot_1059,4450,4215,2
spot_1060,4560,2761,2
spot_1061,6730,3160,0
spot_1062,10866,8527,3
spot_1063,10481,5415,1
spot_1064,6668,10842,4
spot_1065,7838,6266,0
spot_1066,4917,2274,5
