barcode,x,y,original_cluster,mclust_seed_141,mclust_seed_549,mclust_seed_75,mclust_seed_492,mclust_seed_676,mclust_seed_179,mclust_seed_587,mclust_seed_592,mclust_seed_601,mclust_seed_916,mclust_seed_518,mclust_seed_339,mclust_seed_921,mclust_seed_423,mclust_seed_330,mclust_seed_388,mclust_seed_273,mclust_seed_286,mclust_seed_61,mclust_seed_807,mclust_seed_283,mclust_seed_127,mclust_seed_165,mclust_seed_952,mclust_seed_311,mclust_seed_597,mclust_seed_473,mclust_seed_594,mclust_seed_605,mclust_seed_101
157,210.096857506962,257.096857506963,2,7,6,6,7,5,6,6,6,6,8,3,3,3,7,7,6,7,8,7,7,6,7,3,6,6,6,6,7,8,5
158,229.370210928748,257.096857506963,2,7,6,6,7,6,6,6,6,6,8,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,6,7,8,5
159,248.643564350534,257.096857506963,2,7,6,6,5,6,6,6,6,6,8,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
160,267.916917772319,257.096857506963,2,7,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
161,287.190271194105,257.096857506963,10,7,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
162,306.46362461589,257.096857506963,10,3,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
163,422.103745146603,257.096857506963,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
164,441.377098568389,257.096857506963,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
165,460.650451990174,257.096857506963,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
166,518.470512255531,257.096857506963,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
167,576.290572520888,257.096857506963,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
168,595.563925942673,257.096857506963,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
169,653.38398620803,257.096857506963,7,4,5,5,6,4,5,5,7,4,5,7,2,6,6,5,4,6,7,6,6,7,7,6,4,3,4,7,3,5,4
170,672.657339629815,257.096857506963,7,4,5,5,6,4,5,5,7,4,5,7,2,6,6,5,4,6,7,6,6,7,7,6,4,3,4,2,3,7,4
171,691.930693051601,257.096857506963,7,6,4,5,2,5,5,8,7,4,3,6,2,7,1,6,4,6,7,6,6,7,7,3,5,3,1,2,3,7,1
172,749.750753316957,257.096857506963,9,6,4,5,2,5,5,8,7,4,8,1,7,7,1,6,4,6,7,6,6,7,7,3,5,5,1,2,3,7,1
173,769.024106738743,257.096857506963,9,2,4,5,1,5,5,8,7,1,8,1,7,7,1,6,4,6,1,6,6,7,7,3,5,5,1,2,3,7,1
174,788.297460160528,257.096857506963,9,2,4,5,1,5,5,8,7,1,9,1,7,7,1,6,4,8,1,1,6,7,7,3,5,5,1,2,3,7,1
175,923.210934113027,257.096857506963,9,6,2,5,2,2,5,2,4,2,2,6,2,2,2,2,2,6,7,6,6,7,2,2,2,2,2,2,3,2,2
176,942.484287534812,257.096857506963,9,6,2,5,2,2,5,2,4,2,2,6,2,2,2,2,2,6,7,6,6,7,2,2,2,2,2,2,3,2,2
177,961.757640956598,257.096857506963,9,6,2,5,2,2,5,2,4,2,2,6,2,2,2,2,2,6,7,6,6,7,2,2,2,2,2,2,3,2,2
178,75.1833835544638,276.370210928748,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
179,94.4567369762493,276.370210928748,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
180,113.730090398035,276.370210928748,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
181,133.00344381982,276.370210928748,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
182,152.276797241606,276.370210928748,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,7,7,5
183,267.916917772319,276.370210928748,2,7,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
184,287.190271194105,276.370210928748,10,3,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
185,306.46362461589,276.370210928748,10,3,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
186,325.736978037676,276.370210928748,10,3,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,3,5,8,2,8,7
187,422.103745146603,276.370210928748,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
188,441.377098568389,276.370210928748,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
189,460.650451990174,276.370210928748,8,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
190,576.290572520888,276.370210928748,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
191,595.563925942673,276.370210928748,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
192,653.38398620803,276.370210928748,7,4,5,5,6,4,5,5,7,4,5,7,2,6,6,5,5,6,7,6,6,7,4,6,4,4,4,7,3,5,4
193,672.657339629815,276.370210928748,7,4,5,5,6,4,5,5,7,4,5,7,2,6,6,5,4,6,7,6,6,7,7,6,4,3,4,7,3,7,4
194,691.930693051601,276.370210928748,7,6,4,5,2,5,5,8,7,4,3,6,2,7,1,6,4,6,7,6,6,7,7,3,5,5,1,2,3,7,1
195,769.024106738743,276.370210928748,6,2,4,5,1,5,5,1,7,1,9,1,7,7,1,6,4,8,1,1,6,1,7,3,5,5,1,1,3,7,1
196,788.297460160528,276.370210928748,6,2,4,5,1,5,1,1,7,1,9,1,7,7,1,6,4,8,1,1,6,1,1,3,5,5,1,1,1,1,1
197,807.570813582314,276.370210928748,6,2,4,5,1,5,1,1,7,1,9,1,7,7,1,6,4,8,1,1,6,1,1,3,5,5,1,1,1,1,1
198,903.937580691241,276.370210928748,10,6,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,6,6,7,2,2,2,2,2,2,3,2,2
199,923.210934113027,276.370210928748,10,6,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,6,6,7,2,2,2,2,2,2,3,2,2
200,942.484287534812,276.370210928748,10,6,2,5,2,2,5,2,4,2,2,6,2,2,2,2,2,6,7,6,6,7,2,2,2,2,2,2,3,2,2
201,75.1833835544638,295.643564350534,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
202,94.4567369762493,295.643564350534,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
203,113.730090398035,295.643564350534,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
204,287.190271194105,295.643564350534,10,3,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,8,7,8,7
205,306.46362461589,295.643564350534,10,3,6,6,5,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,3,5,8,2,8,7
206,325.736978037676,295.643564350534,10,3,6,6,2,6,6,7,6,6,3,3,3,3,7,2,6,7,8,7,7,6,5,2,6,3,2,2,2,2,7
207,422.103745146603,295.643564350534,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
208,441.377098568389,295.643564350534,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
209,460.650451990174,295.643564350534,8,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
210,557.017219099102,295.643564350534,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
211,576.290572520888,295.643564350534,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
212,653.38398620803,295.643564350534,7,4,5,5,6,4,5,5,7,4,5,7,2,6,6,5,5,6,7,6,6,7,4,6,4,4,4,7,3,5,4
213,672.657339629815,295.643564350534,10,4,5,5,6,4,5,5,7,4,5,7,2,6,6,5,5,6,7,6,6,7,4,6,4,3,4,7,3,5,4
214,769.024106738743,295.643564350534,6,2,4,5,1,5,1,1,7,1,9,1,7,7,1,6,4,8,1,1,6,1,1,3,5,5,1,1,1,1,1
215,788.297460160528,295.643564350534,6,2,4,5,1,5,1,1,1,1,9,1,7,7,1,6,1,8,1,1,6,1,1,3,5,5,1,1,1,1,1
216,807.570813582314,295.643564350534,6,2,4,5,1,5,1,1,1,1,9,1,7,7,1,6,1,8,1,1,6,1,1,3,5,5,1,1,1,1,1
217,903.937580691241,295.643564350534,10,3,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,3,6,7,1,2,2,2,2,2,3,2,2
218,923.210934113027,295.643564350534,10,3,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,3,6,7,2,2,2,2,2,2,3,2,2
219,942.484287534812,295.643564350534,10,3,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,6,6,7,2,2,2,2,2,2,3,2,2
220,55.9100301326783,314.916917772319,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
221,75.1833835544638,314.916917772319,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
222,94.4567369762493,314.916917772319,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,3,7,5
223,190.823504085177,314.916917772319,3,3,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,4,7,5
224,210.096857506962,314.916917772319,3,7,6,8,7,3,6,6,6,6,8,3,3,8,7,7,6,7,8,7,7,6,5,7,6,6,5,6,7,8,5
225,229.370210928748,314.916917772319,3,3,6,6,5,3,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,6,5,3,7,8,7
226,306.46362461589,314.916917772319,10,3,6,6,2,6,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,7,6,3,5,2,2,2,7
227,325.736978037676,314.916917772319,10,3,2,6,2,6,6,7,6,6,3,3,3,3,2,2,6,2,8,7,7,6,5,2,6,3,2,2,2,2,7
228,345.010331459461,314.916917772319,10,3,2,6,2,6,6,7,6,6,3,3,3,3,2,2,6,2,8,7,2,6,2,2,6,3,2,2,2,2,7
229,422.103745146603,314.916917772319,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
230,441.377098568389,314.916917772319,10,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
231,460.650451990174,314.916917772319,8,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
232,479.92380541196,314.916917772319,8,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
233,499.197158833745,314.916917772319,8,9,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
234,537.743865677316,314.916917772319,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
235,557.017219099102,314.916917772319,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
236,576.290572520888,314.916917772319,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
237,634.110632786244,314.916917772319,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
238,653.38398620803,314.916917772319,10,4,5,4,6,4,4,5,5,5,5,7,2,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
239,672.657339629815,314.916917772319,10,4,5,5,6,4,5,5,5,5,5,7,2,6,6,5,5,6,7,6,6,5,4,6,4,4,4,7,3,5,4
240,788.297460160528,314.916917772319,6,2,4,5,1,5,1,1,1,1,9,1,7,7,1,6,1,8,1,1,6,1,1,3,5,5,1,1,1,1,1
241,807.570813582314,314.916917772319,6,2,4,5,1,5,1,1,1,1,9,1,7,7,1,6,1,8,1,1,6,1,1,3,5,5,1,1,1,1,1
242,826.844167004099,314.916917772319,6,2,7,5,1,5,1,1,1,1,9,1,7,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
243,903.937580691241,314.916917772319,10,3,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,3,6,7,1,2,2,2,2,2,3,2,2
244,923.210934113027,314.916917772319,10,3,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,3,6,7,2,2,2,2,2,2,3,2,2
245,55.9100301326783,334.190271194105,9,6,4,5,8,5,5,6,7,7,7,9,7,7,8,6,8,6,6,6,6,7,7,3,5,7,6,6,3,7,9
246,75.1833835544638,334.190271194105,9,6,4,5,5,5,5,6,7,7,7,9,7,7,8,6,8,6,6,6,6,7,7,3,5,7,6,6,3,7,9
247,94.4567369762493,334.190271194105,9,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,8,6,6,6,6,7,7,3,5,5,6,6,3,7,9
248,171.550150663391,334.190271194105,5,6,4,5,7,5,5,6,7,4,8,9,7,7,8,6,4,6,7,6,6,7,7,3,5,5,6,6,4,7,5
249,190.823504085177,334.190271194105,3,3,7,8,8,3,8,8,9,7,6,5,8,8,5,3,4,3,6,3,10,8,6,8,8,8,7,3,4,3,9
250,210.096857506962,334.190271194105,3,3,7,8,8,3,8,8,9,7,6,5,8,8,5,3,9,3,6,3,10,8,6,8,8,8,7,3,4,3,9
251,229.370210928748,334.190271194105,3,3,7,8,8,3,8,9,9,2,6,3,3,3,5,3,6,3,6,3,3,8,8,8,8,8,3,3,4,3,7
252,248.643564350534,334.190271194105,3,3,6,6,5,3,6,7,6,6,3,3,3,3,7,7,6,7,8,7,7,6,5,8,6,3,5,3,7,3,7
253,325.736978037676,334.190271194105,10,3,2,6,2,6,2,2,2,2,2,3,3,3,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2
254,345.010331459461,334.190271194105,10,3,2,6,2,6,2,2,2,2,2,3,3,3,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2
255,422.103745146603,334.190271194105,8,9,5,4,6,4,4,5,5,5,5,7,6,4,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
256,441.377098568389,334.190271194105,8,9,5,4,4,4,4,5,5,5,5,7,6,4,6,5,5,5,5,5,4,4,4,4,4,4,4,7,6,5,8
257,460.650451990174,334.190271194105,8,9,5,4,4,4,4,5,5,5,5,7,6,4,6,5,5,5,5,5,4,5,4,4,4,4,4,7,6,5,8
258,479.92380541196,334.190271194105,8,9,5,4,4,7,4,5,3,5,5,7,6,4,6,5,5,5,5,5,4,5,4,4,4,4,4,7,6,5,4
259,499.197158833745,334.190271194105,8,9,5,4,4,7,4,5,3,5,5,7,6,4,6,5,5,5,5,5,4,5,4,4,4,4,4,7,6,5,8
260,518.470512255531,334.190271194105,4,9,5,4,4,4,4,5,3,5,5,7,6,4,6,5,5,5,5,5,4,5,4,4,4,4,4,7,6,5,4
261,537.743865677316,334.190271194105,4,9,5,4,6,4,4,5,3,5,5,7,6,4,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
262,557.017219099102,334.190271194105,4,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
263,634.110632786244,334.190271194105,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
264,653.38398620803,334.190271194105,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
265,672.657339629815,334.190271194105,10,4,5,5,6,4,5,5,5,5,5,7,2,6,6,5,5,6,7,6,6,7,4,6,4,4,4,7,3,5,4
266,788.297460160528,334.190271194105,6,2,7,1,1,5,1,1,1,1,9,1,7,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
267,807.570813582314,334.190271194105,6,2,7,1,1,5,1,1,1,1,9,1,7,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
268,826.844167004099,334.190271194105,6,2,7,1,1,5,1,1,1,1,9,1,7,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
269,884.664227269456,334.190271194105,10,2,2,5,2,2,5,2,4,2,9,1,3,3,1,2,4,8,7,3,6,7,1,2,2,2,1,2,3,2,1
270,903.937580691241,334.190271194105,10,3,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,2,7,3,6,7,1,2,2,2,2,2,3,2,2
271,923.210934113027,334.190271194105,10,3,2,5,2,2,5,2,4,2,2,6,2,2,2,2,4,6,7,3,6,7,2,2,2,2,2,2,3,2,2
272,55.9100301326783,353.46362461589,9,6,4,5,8,5,5,6,7,7,7,9,7,7,8,6,8,6,6,6,6,7,7,9,5,7,7,4,3,7,9
273,75.1833835544638,353.46362461589,9,6,4,5,8,5,5,6,7,7,7,9,7,7,8,6,8,6,6,6,6,7,7,9,5,7,7,4,3,7,9
274,152.276797241606,353.46362461589,5,6,4,5,8,5,5,8,7,7,7,5,8,8,5,6,8,6,6,3,6,8,7,3,8,5,7,4,4,7,9
275,171.550150663391,353.46362461589,5,3,7,8,8,8,8,8,9,7,7,5,8,8,5,8,9,3,6,3,10,8,6,8,8,8,7,3,4,3,9
276,190.823504085177,353.46362461589,3,3,7,8,8,3,8,9,9,7,6,5,8,8,5,3,9,3,6,3,10,8,8,8,8,8,7,3,4,3,9
277,210.096857506962,353.46362461589,3,3,7,8,8,3,8,9,9,7,6,5,8,8,5,3,9,3,6,3,10,8,8,8,8,8,3,3,4,3,9
278,229.370210928748,353.46362461589,3,3,7,8,8,3,8,9,9,7,6,5,8,8,5,3,9,3,6,3,10,8,8,8,8,8,3,3,4,3,9
279,248.643564350534,353.46362461589,3,3,2,6,2,3,2,2,2,2,2,3,3,3,5,3,4,3,6,3,3,2,8,8,2,8,3,3,4,3,7
280,267.916917772319,353.46362461589,3,3,2,6,2,3,2,2,2,2,2,3,3,3,2,2,6,2,8,3,2,6,5,8,2,3,2,3,2,2,7
281,325.736978037676,353.46362461589,10,3,2,6,2,6,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
282,345.010331459461,353.46362461589,10,3,2,6,2,6,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
283,422.103745146603,353.46362461589,8,9,5,4,4,7,4,5,5,5,5,7,6,4,6,4,5,5,5,5,4,4,4,4,4,4,4,5,6,9,8
284,441.377098568389,353.46362461589,8,9,5,3,4,7,4,5,3,5,5,7,6,4,6,4,5,5,5,5,4,4,4,4,3,4,4,5,6,9,8
285,460.650451990174,353.46362461589,8,9,5,3,4,7,4,5,3,5,5,7,6,4,6,4,5,5,5,5,4,4,4,4,3,4,4,5,6,9,8
286,479.92380541196,353.46362461589,8,9,5,3,4,7,4,5,3,5,5,7,6,4,6,4,5,5,5,5,4,4,4,4,3,4,4,5,6,9,8
287,499.197158833745,353.46362461589,8,9,5,3,4,7,4,5,3,5,5,7,6,4,6,5,5,5,5,5,4,4,4,4,3,4,4,5,6,9,8
288,518.470512255531,353.46362461589,4,9,5,3,4,7,4,5,3,5,5,7,6,4,6,5,5,5,5,5,4,4,4,4,3,4,4,5,6,9,8
289,537.743865677316,353.46362461589,4,4,5,3,4,7,4,5,3,5,5,7,6,4,6,5,5,5,5,5,4,5,4,4,4,4,4,7,6,5,8
290,614.837279364459,353.46362461589,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
291,634.110632786244,353.46362461589,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
292,653.38398620803,353.46362461589,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
293,807.570813582314,353.46362461589,6,2,7,1,1,5,1,1,1,1,9,1,7,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
294,826.844167004099,353.46362461589,6,2,7,1,1,5,1,1,1,1,9,1,7,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
295,884.664227269456,353.46362461589,10,2,2,1,2,2,5,2,4,2,9,1,3,3,2,2,4,8,7,3,6,7,1,2,2,2,2,2,3,2,1
296,903.937580691241,353.46362461589,10,3,2,5,2,2,5,2,4,2,9,6,3,2,2,2,4,2,7,3,6,7,1,2,2,2,2,2,3,2,2
297,36.6366767108928,372.736978037676,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
298,55.9100301326783,372.736978037676,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,3,8,9
299,75.1833835544638,372.736978037676,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
300,152.276797241606,372.736978037676,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
301,171.550150663391,372.736978037676,5,3,7,8,8,8,8,8,9,7,7,5,8,8,5,3,9,3,6,3,10,8,6,8,8,8,7,3,4,3,9
302,190.823504085177,372.736978037676,5,3,7,8,8,3,8,8,9,7,6,5,8,8,5,3,9,3,6,3,10,8,8,8,8,8,7,3,4,3,9
303,210.096857506962,372.736978037676,3,3,7,8,8,3,8,9,9,7,6,5,8,8,5,3,9,3,6,3,10,8,8,8,8,8,3,3,4,3,9
304,229.370210928748,372.736978037676,3,3,7,8,8,3,8,9,9,7,6,5,8,8,5,3,9,3,6,3,10,8,8,8,8,8,3,3,4,3,3
305,248.643564350534,372.736978037676,3,3,7,7,8,3,8,9,2,9,6,5,3,5,5,3,9,3,6,3,3,8,8,8,8,8,3,3,4,3,3
306,267.916917772319,372.736978037676,3,3,2,6,2,3,2,2,2,2,2,3,3,3,2,3,9,2,2,3,2,2,8,8,2,8,3,3,2,3,2
307,325.736978037676,372.736978037676,10,3,2,6,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
308,345.010331459461,372.736978037676,10,3,2,6,2,6,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
309,441.377098568389,372.736978037676,8,9,5,3,4,7,4,5,3,5,5,7,6,4,4,4,5,5,5,5,4,4,4,4,3,4,4,5,9,9,8
310,460.650451990174,372.736978037676,8,9,5,3,4,7,4,5,3,5,5,7,6,4,4,4,5,5,5,5,4,4,4,4,3,4,4,5,6,9,8
311,479.92380541196,372.736978037676,8,9,5,3,4,7,4,5,3,5,5,7,6,4,4,4,5,5,5,5,4,4,4,4,3,4,4,5,9,9,8
312,499.197158833745,372.736978037676,8,9,5,3,4,7,4,5,3,5,5,7,6,4,4,4,5,5,5,5,4,4,4,4,3,4,9,5,9,9,8
313,518.470512255531,372.736978037676,8,9,5,9,4,7,4,5,10,5,5,7,6,4,4,10,5,5,5,5,4,4,4,4,3,4,9,5,9,9,8
314,595.563925942673,372.736978037676,10,4,5,4,6,7,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
315,614.837279364459,372.736978037676,10,4,5,4,6,7,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
316,634.110632786244,372.736978037676,10,4,5,4,6,4,4,5,5,5,5,7,6,6,6,5,5,5,5,5,4,5,4,6,4,4,4,7,6,5,4
317,788.297460160528,372.736978037676,6,2,7,1,1,5,1,1,1,1,9,1,7,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
318,807.570813582314,372.736978037676,6,2,7,1,1,5,1,1,1,1,9,1,3,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
319,826.844167004099,372.736978037676,6,2,7,1,1,5,1,1,1,1,9,1,3,8,1,6,1,8,1,1,6,1,1,3,1,1,1,1,1,1,1
320,884.664227269456,372.736978037676,1,3,2,1,2,2,5,2,4,2,9,1,3,3,2,2,4,8,7,3,6,7,1,2,2,2,2,2,3,2,1
321,903.937580691241,372.736978037676,10,3,2,1,2,2,5,2,4,2,2,3,3,3,2,2,4,2,7,3,6,2,1,2,2,2,2,2,3,2,2
322,36.6366767108928,392.010331459461,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
323,55.9100301326783,392.010331459461,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
324,75.1833835544638,392.010331459461,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
325,133.00344381982,392.010331459461,5,6,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
326,152.276797241606,392.010331459461,5,3,7,8,8,8,8,8,9,7,7,5,8,8,5,8,8,3,6,3,10,8,6,9,8,7,7,4,4,8,9
327,171.550150663391,392.010331459461,5,3,7,8,8,8,8,8,9,7,6,5,8,8,5,3,9,3,6,3,10,8,8,8,8,8,7,3,4,3,9
328,248.643564350534,392.010331459461,3,3,9,7,9,3,9,9,8,9,6,4,9,5,5,3,9,3,4,8,3,9,8,8,8,8,3,3,8,3,3
329,267.916917772319,392.010331459461,3,3,2,7,2,3,9,9,2,9,2,4,3,3,2,3,9,3,4,2,2,2,8,8,2,8,3,3,8,3,2
330,325.736978037676,392.010331459461,1,3,2,6,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
331,345.010331459461,392.010331459461,1,3,2,6,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
