"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"Lum",0.0101528898147952,0.0606579039592427,-0.0376954141741732,0.00699437453603667,-0.0112927672132645,0.00821615260598589,0.0105116767055781,0.0336061155122983,0.0209614632105886,-0.00498550734817365,-0.0170284922622103,0.00341012214295942,0.00459709140983423,0.010640938013684,0.0346065744770344
"Egln3",0.0223459149762201,0.0158019568501685,0.00848712652390072,-0.0338117910328435,0.0351148491708625,-0.0151032319647059,0.00741397854723169,-0.0170234357025546,0.039332234268023,0.0569552164450474,0.00815004231574228,0.00185294526390211,0.0277254072133252,-0.0184691026541636,-0.0182127926133123
"Hexb",0.0219634516638443,0.0376354698519927,0.0261267124028252,0.0514765609713569,0.00210467048616654,0.00207541136397986,-0.0374271158007814,0.00426682738953771,0.0304843055748019,-0.0155961929689892,-0.0616535034273789,0.022726254586294,-0.0516686352908971,-0.0356780165476798,0.00862916871739762
"Flnc",0.00694258251274424,0.0502499988887257,-0.0517470729943241,0.00767941864401905,0.00874540108141582,-0.00750772820936259,-0.000743427553935303,-0.000855002054871278,-0.0301938060270579,0.0259351778599568,-0.00439059847371464,0.00977718476555784,-0.0120476971982511,-0.009833999244616,-0.0174158034237639
"Gpr137b",0.0186424550712222,0.0211840246383475,0.0300184067058044,-0.0252656521957474,0.0406974988361558,-0.00918970411490714,0.0174621042218792,-0.0157840293728347,0.0229583104276866,0.0172630745297746,0.0247495760416112,0.0168231126128799,0.0205479450659953,-0.00837942750597767,-0.0107863181767415
"Mmp15",0.0278926996634236,-0.00924953419491887,0.00957473600855176,-0.0380943458617409,-0.000603952592020246,0.00217656599572079,0.0166430098716425,-0.0223874317246454,-0.000886907584391,0.0157352301162215,-0.0312553487958614,0.00936568975141738,0.0174911596616093,0.021842449192657,0.0450860229157993
"Cox17",0.0350062441933557,-0.0102108667097347,-0.00458506900695483,0.0119611613827873,-0.00169948229116056,0.00923567014971684,0.00731505179584591,-0.00599144995281302,0.0162302592125163,-0.003887278642022,0.00267416079279874,-0.0141379747957453,-0.0218127436392735,-0.0274168224459854,0.000833419309612036
"Scg2",0.00316517559774742,0.0269093238694311,-0.0360381315961938,-0.00218707575072617,0.00169717518746365,0.0424787105544209,0.0163065540132038,-0.0944648837243713,0.0748542777986012,-0.0709442386226073,-0.0193484010412169,-0.0278082806235735,0.0252018664846066,0.0138766115361494,-0.00140738214884232
"Cyp2f2",0.005991280119432,0.0139230961766167,0.0202721268939981,-0.0365295525465182,-0.013641966382287,0.0268971247658664,-0.116852298054782,-0.0268525427599976,-0.0255119748531194,-0.00532958542672717,0.0206750876737975,-0.00765980857724019,-0.0205376692814242,-0.00918890025574997,0.0272915138536822
"Gcg",0.00700736828553073,-0.00334596725995022,-0.0105308492552845,0.0277851343258451,-0.025833711885695,-0.0254097502101597,-0.0011376789666206,-0.0416979966188983,-0.0100504751372555,-0.00633668856944635,0.0170424236656637,0.0714304801134445,0.0167558835779846,0.0216462709668333,0.00647620879232309
"Asah1",0.0286095063059339,0.0144110389320761,0.0188004557161753,-0.0158011226568949,0.0112412793565951,0.0157347247027185,0.0227510802156351,-0.00180916686495988,-0.00176786699237357,0.013669988931685,-0.0130944040219335,0.00346592520230791,0.00699467229949647,0.0110313831557024,-0.0180256260143809
"Slc25a24",0.031170174646482,-0.0287182517539299,-0.0127764796806548,-0.00263446970400887,-0.0219380593955061,0.00171503933796288,0.0125402314353517,0.0153495821021171,-0.00744978956286118,-0.00340251827018099,0.00158858953929317,-0.0233763258678997,-0.00644922029620035,0.0174177033166884,0.00357173205863136
"Hpgd",0.0240225603662672,-0.0285246747929594,-0.0173142571279725,0.0100005621984335,0.00669228414566888,0.0279492655913773,-0.00842255001945496,0.0100914525395636,0.0213667359700433,0.033313894534834,-0.0111305246537127,0.00126088458146614,0.0164722233370784,0.0262575498343689,0.0422611308933381
"mt-Nd2",0.0282302112402005,0.0491207395158417,-0.0857879310194854,0.0038824870617836,0.00787289866483832,-0.0701390701769955,-0.0333509579495285,-0.012591388012538,0.0161432339247673,0.0314611208230269,0.00188749961432634,0.0100781808587155,0.0140768789919264,0.0740887934538524,0.000118912694551698
"C3",0.00282972662842442,0.0340946939581912,-0.0157469792176204,-0.0175706271299169,0.0085364542885353,-0.00671950349733433,-0.0275760632885245,0.0481200419379644,0.0413680847431696,-0.0251295161143612,-0.0506277636730742,0.0235431060263348,-0.0100726744234796,0.083834707875738,-0.0208865689232143
"Bmp2",0.0182168155484049,0.0127888198747278,0.0206576593395132,0.0102266529403721,0.0541032772520998,-0.00185825604939268,-0.00896437779240186,-0.0058333748419544,0.0324279371138516,0.0105912760022383,0.025076713597804,0.0392421770898213,-0.00608161276484572,-0.0237133077888138,-0.0360269561305027
"Vdac3",0.0271337343928574,-0.00971538129718589,-0.00496437682377929,0.0206378594212427,0.00859827425573341,0.0522235264042181,0.00224931252632995,0.024359697149247,-0.00570629105126999,0.0216261958884815,-0.00646418912876996,-0.00443918508492461,0.019195806495165,0.00223146657451541,-0.0214731153726046
"Ctsl",0.0328676951690348,0.013198968541851,-0.00358652291191338,-0.0169367381585465,0.0302145847504894,0.000898707586123349,-0.00139465365692213,0.0156075042087884,0.0299354509148764,-0.0105862346319588,-0.0309247479045973,0.0335529033703847,-0.0236450477695697,-0.0340723366682893,0.0166322470511577
"Tpm3",0.0238503090165678,0.00565557076521057,0.0249364910982641,-0.0257276814394762,-0.013015254973945,0.0303608180307401,0.0400461231724711,0.00943955372355451,-0.0140402291197265,0.0118126132006299,-0.00627849443575311,-0.00970346529718605,0.00748649166338628,0.00500169719589937,-0.0196397625080545
"Ipmk",0.0276273766976819,-0.0107174131786851,0.00221449451464846,-0.0145420308759293,0.032645096185343,0.00900850091559218,0.0145150755498516,-0.0100824240422506,-0.00249007773983825,0.00669033721318999,-0.00943273039899143,-0.00156946404572128,0.00322890236327618,0.00137995098177237,0.0163298869778857
"Abcg2",0.0228396075634674,-0.0241679114028128,-0.0220682420489602,-0.00736529284020187,0.0378344300746606,0.010909396585536,0.00173532807463419,-0.00301837461127722,-0.0301079969096456,-0.0159736481248772,-0.0161885759105477,0.0157821345109624,-0.00183728297725928,0.00971573304830296,0.0260584559822673
"Rpl5",0.0260891389176021,0.0279052350762303,0.026911577294691,0.03772725751035,-0.0476968262827389,0.0582899837878417,-0.0240854160673668,0.00248359315764116,-0.0247590673477343,0.0240935571983459,-0.0688532212969863,0.0224900396104892,0.0279061744491792,-0.00279158413565921,-0.0120844963545282
"Uqcrb",0.0379415435971302,-0.0101310137516506,-0.0132352755046161,0.0210333147683448,-0.0146722379206623,0.0082362430938734,-0.0175661427153496,0.00542377825642447,0.00179658546542414,0.00514336177637493,0.00879265050077408,-0.0249273720567382,0.0130917425737268,0.0220650880357052,-0.00719611810791413
"Cldn7",0.0433482139588926,-0.0247933999622665,-0.000806055495007948,-0.0048917589213839,-0.0305049136008931,-0.0693886963791973,0.00689304555054266,-0.0160388628110435,0.0121044351311701,-0.00608031819527553,0.0151447919709435,-0.0142759286833172,0.0201988727572676,-0.0231941538760857,0.0100481379064696
"Krt4",0.003605679792229,0.0124767893123576,0.0136761637201755,-0.0490233868235928,-0.015682438577672,0.022092161438444,-0.102207851995344,-0.0228340231254409,-0.0241659453795008,-0.00576530939569273,0.0203504100484462,-0.0135873542311344,0.0075955301565333,0.000703197951814785,0.0209307911125328
"Calml3",0.00346301149745013,0.0103412779861418,0.0158245382273507,-0.0539871621595081,-0.0185863592718742,0.0189843013487734,-0.104624772069908,-0.0235021657113834,-0.030554913830834,-0.00509014628293428,0.0247807823550359,-0.0168720941114451,-0.000133576942168766,0.000578605513361867,0.0211742965115598
"Rnf128",0.0290522525148263,-0.0186839139248327,-0.000493275070950269,-0.0285638222675692,-0.00657304737200774,-0.0108229711797245,0.0294271561273683,-0.000798797277934223,0.0157665690414123,0.0451245178512236,-0.00853726235646826,0.0164611585253321,0.0379143685312588,0.0240605609141147,-0.00758803335109522
"Mettl7a1",0.0300782793150079,-0.0103588578423923,-0.0102299465669288,0.016271591301749,0.0158417827552443,-0.00338223475714047,-0.0280139378481364,0.011198583012404,0.0206244349316038,0.016100799019927,0.0117449654192034,-0.0127315504856988,-0.0728093748413007,-0.0177313308658515,-0.0191690969914188
"Por",0.0313397558645982,-0.0208641393824012,-0.0130694630623071,-0.0316701346366308,0.000755548796340525,0.00623058999387243,-0.0184623047731352,-0.0211380175305797,0.0287177793791255,0.000903390206468018,0.0221016670488093,0.00489548355214098,-0.0558959428841783,-0.0399706738215288,-0.0150903384697913
"Atp1a1",0.0444249359215628,-0.0168667328450351,-0.00942023136548462,0.0343636370260673,-0.0282601426706832,-0.0244525905343278,-0.0449262493695506,-0.0187593944203066,0.0180378339317027,-0.0377643193178973,0.0297523105388493,-0.0176245861097056,0.00720848286271775,-0.00707044980698907,-0.0156690880589183
"Atp5d",0.0369167504010398,-0.00906689935806363,-0.000919178504989755,0.0228138839798157,-0.0357920438796954,0.0139841194029887,-0.00424861869381097,0.0165901636916966,-0.00724136000015952,0.00657466115035266,-0.012446554531139,-0.022976777213754,-0.00767530442240234,-0.00410426993608602,-0.0370222573181991
"Smagp",0.0321579489563403,-0.00588429159729311,0.0161026219221171,-0.000103093038767875,-0.00199319939650435,-0.00753491836243397,0.0140950122380292,0.00631172299140087,0.016055205870508,0.0217987634953673,0.00755735965889486,-0.0127747837422221,-0.00307400036738616,-0.00715919015042408,0.0021212517419953
"Hif1a",0.0274212026269626,0.0332995997325523,0.0306771143576288,-0.0173024786583439,0.0160986666246221,-0.0231863697434523,0.0126618226512435,-0.00129961743516485,-0.0130844773746495,-0.0178209925910006,0.0193967671619192,-0.00913625459343976,-0.0493593377440799,0.0242859013440615,-0.00912362305492808
"Cox5b",0.0391622300521293,-0.00721318053976676,-0.00865497043338152,0.0382495972311819,-0.0247905131626786,0.0125709346531824,-0.0112809928663242,0.00783414264104156,-0.0162008844322253,-0.00126716857002418,-0.00282284031359044,-0.0270579306862767,0.0167617506967274,0.0119726664555917,-0.0542438875596933
"Calb2",0.00165523068414643,0.0218268835582673,-0.0316223690340008,-0.00412452298109595,0.00189251365144879,0.0352251817949313,0.0205529913536181,-0.0813156365341611,0.0574115383304204,-0.0597658886649976,-0.0150863862374054,-0.0321977506381543,0.017098050915252,0.0156171714338712,-0.0130110766783344
"Tpt1",0.0411709971479461,0.0255094116836129,-0.00347407371710147,0.0128750596946087,-0.0647932409959125,-0.0288388829348431,-0.0340757066666631,0.0066798683850313,0.00716664943181704,-0.00314556444555855,-0.0588928793978538,0.0400333173544824,0.0190144278527279,0.00905132571720096,-0.013283961841478
"Acaa1b",0.00921006473848169,-0.041718267336537,-0.0359881716788952,-0.0169261072692377,-0.00968466823478348,-0.00172441030799701,-0.0137942045810426,0.016320407324982,0.0302141536846265,0.00632048339613878,-0.0479760512175724,0.00360029182580529,-0.0316138207164396,-0.0302389823066552,0.0427362141425133
"Actr3",0.0370238016460352,-0.00710038800645251,0.00174089483156187,-0.0245136492530551,-0.0124417370561955,-0.00925299510452685,0.01031315227005,0.0176359347110433,0.00474682179424326,-0.0259346520806922,-0.0337071440666869,0.000514308007418883,-0.0182801038211736,0.0271791671511018,0.00401876844994728
"Calm2",0.0295987309129213,0.0376903799596033,-0.00880668918924114,0.0176972227869888,-0.00533336386678629,0.0494356499649029,0.0268701693600881,-0.0116574491021835,-0.0214884884194231,0.0180742034264083,-0.0360336795503215,-0.0106691574845084,0.0302910432854719,-0.0185834750245606,-0.0125480376277985
"Id3",0.0258439673861159,-0.0156472588431996,-0.00317164197824758,0.00305041170946258,0.00688867682500724,0.0468824944714339,-0.0165883205476642,0.0458429085784711,0.00584644213653659,-0.0249051790917046,0.0233797361388158,0.00474975673084678,-0.00160843520511346,0.000939471735055128,0.0109046438155982
"Gsta4",0.0099458650367473,0.00768613222929036,0.0149664232907283,-0.0649690385313536,-0.0429505024837741,0.0190649432506054,-0.063802422858677,-0.0210079968870764,-0.0217594918898359,0.013564862926514,0.0151313577679935,-0.0128920021810578,0.00108588289700927,0.00761109571239723,-0.040551588532812
"Erbb3",0.0294449436842526,-0.0192939750353285,0.00188324477226977,-0.0132315293735547,0.00754124137787242,0.0066798673075366,-0.00234456326762454,-0.0198087970094393,0.016992128163444,0.0246222729240736,-0.022680286370443,0.00619995254844243,0.0390718050404218,-0.00816103638459018,0.0410625815606966
"Lgr4",0.0312627846086523,0.0103432613518114,0.0227834971138281,0.0079419509616237,0.000163229136904732,0.000327679285546665,0.00188712119423862,-0.00685060361635967,0.00927495476561549,0.0291985985535465,0.00696772490433321,-0.0351051676200915,-0.0207643561598169,-0.00725893623564748,0.0282151196185248
"Atp10b",0.0272862005778857,-0.00357102367265342,0.0166972733139401,-0.0135112980470834,0.0109376340573163,-0.00822799993740741,0.0203138419498327,-0.00313088226746251,-0.0145495996133431,0.0204859428675966,-0.019648220150802,0.0030155750087223,-0.00833622932467831,-0.000946560982325762,0.0150147482028068
"Unc5b",0.0250344407769478,-0.0152680734772563,0.00207471444504882,-0.024070527175154,0.0293404501168617,-0.0104916314740301,0.00829376917579035,0.0148109109995138,0.014337689472831,-0.00988905812401648,0.0104161398469695,0.0026606270677421,-0.0263046784889651,-0.0258296199454229,0.0417844847666853
"Jpt1",0.030902071206672,0.00680189545942481,0.0166863352658908,0.0127101642067045,-0.00154219790528,0.00543998998244566,0.0143290972126879,-0.00898611959923078,0.00153975290890593,0.00602113812903628,-0.0522190225806783,-0.00780305418253972,-0.038777759689634,0.00429852151533822,-0.00119363593295207
"Lgals4",0.0489401145515629,-0.00347542463355226,0.00119894640226439,0.0151980231947009,-0.0246561989050568,-0.0653388512656343,0.00339484527415298,0.018822571629925,0.0176844870618948,-0.00404534040013083,-0.00120178090043263,-0.0524385501248,0.032087238841396,0.0150999098978116,-0.0142456943104691
"Col1a1",0.0245654521526479,0.0711913266012762,0.00650513040996816,-0.0238584927021759,-0.0289321186684642,-0.0238196603636895,0.0412377412027904,0.117435638923697,0.0217524729797632,-0.0704017063499942,0.00582398868745855,0.0238216794212041,0.0310330590617398,-0.00330075760316164,0.0400287511393806
"Rhpn2",0.0266366069330738,-0.00413462810418138,0.0174254963215259,-0.00181034449721588,0.0281774455418753,-0.0091839753737528,0.0228014569862907,-0.0181123099864272,0.00704776131114865,0.0189836853066262,0.0225456417592891,0.0118392545331614,0.00675735691735129,-0.010749922973079,0.00322092879293132
"Abhd17c",0.0326239238689435,-0.00408879523013863,0.0183520798167384,0.00172317243907134,-0.000481606700919446,0.0083522898623187,-0.0102677458875198,-0.0101087865319743,-0.0130892542954364,-0.00719063099830649,0.00724234628111684,0.00651602792032543,-0.010863237224652,-0.0125763209325729,-0.0020258179429047
"Tmbim1",0.036086460981831,0.0157239087136229,0.0180029285301426,-0.0126229548937959,0.00636904471103323,-0.0267625222763129,-0.00895397676751481,-0.0127510834165002,-0.0140002719162036,-0.0229655406397742,0.00634369274755143,8.73188011669195e-05,-0.0158122390936674,-0.00123175180851649,0.0126657053703642
"AW112010",0.0176242873476931,0.00324012153797746,0.0212275564959458,-0.0214745928730586,0.0295263562363725,0.0185210518016149,0.0289537494583488,-0.00323197590695863,-0.0079661948407942,0.0280486541539947,0.0134275227701675,0.0349486327213936,0.0403653067476377,0.016272834485483,-0.0030235346455814
"Sdc1",0.0352294506859925,-0.00798170911531598,0.0120270849746323,-0.0233259893393664,-0.0284996609501227,-0.00652004032573927,-0.0440999498223678,0.0114585121492926,-0.0113769884654944,-0.0162686758813236,0.0315431719391955,-0.00221840691663487,-0.00187423930378766,0.0278405489809266,0.00892773856909957
"Sult1a1",0.0216249652969293,-0.0347846010755517,-0.0240921307619272,0.0794713627883571,-0.072899114311962,0.00974022561864366,-0.0226996091885575,-0.0285935056697811,0.0057153105262297,0.020757150062296,0.0694498289738481,0.0679162470599509,0.0421339602618409,-0.0733128045404235,-0.0974023130145321
"Fabp6",0.00511849291090964,-0.0141054217524391,-0.0122286569222127,-0.00591450619512355,-0.0243459764817013,-7.41283241075405e-06,-0.022510058063943,0.0370965085423044,0.05173540514791,0.0358918024691082,-0.0358365892417233,0.0328627063067762,0.0198155545850665,0.0653144291938724,0.0178232581211749
"Pla2g10",0.0282466710112852,0.00450959660051164,0.0295148145617776,0.0250463063431171,-0.00730052950526019,-0.0192468742337432,0.0181958542039205,-0.0277967822909187,-0.00818866274308105,0.00739099074263313,0.0054375830417841,-0.0162256711750046,0.0068933040054927,0.0278779163717311,0.0507499703726182
"Igfbp7",0.0178500914519531,0.0453501125798712,0.00175986223989428,-0.00504814421674244,-0.00345766300364199,0.0594104790598687,0.00215881788626249,0.0787986627299273,0.0040764344081151,-0.0378971814169288,0.0177276874419272,0.031654484359232,0.0389618866507938,-0.0541131372903201,0.018575378627493
"Cldn8",0.0186367022421957,0.0171413168734167,0.0291064055664118,0.0337328267604855,0.0236398081472405,0.0170846230933159,-0.00380808883478834,0.0129340672659146,0.0171490328883979,0.0143412612920883,0.032945778422858,-0.0240488844313591,0.0288698528982685,0.000620742444060053,0.00486564195111975
"Fam46a",0.0275599078856337,-0.00511469909250686,-0.00428557932939932,-0.00922438535980855,0.0234615536761968,-0.0167809728713075,-0.000428733320350884,-0.0157082898389915,0.0187540445350095,0.0155755105370943,-0.0108275710082901,0.0215817925637623,0.00450671192052012,0.00975101195948749,0.0616510850645526
"Calm3",0.0320494865211374,0.00983187255834451,0.0104192669794645,0.0118486870568497,-0.00950605870889109,0.0250084858398238,0.0145001284609515,0.00694490515924984,-0.015499143381595,-0.00306874641264857,-0.0373777789970256,-0.0153447331256728,0.0327884271825375,0.00917336509927594,-0.0218658460112325
"Pllp",0.0256706546234333,0.005630826250639,0.0210887192475831,0.0160166820441862,0.0185689918361795,0.0228173243247947,0.0022531229234231,0.0175145865790978,0.0190350249846003,0.0220724056213941,0.021780896511597,-0.0242854619329554,0.0104423651391543,0.0102136659616413,-0.000378304845009096
"Tcf7l2",0.0283031594817537,-0.000216659932267277,0.0107525694719507,-0.00623548108574298,0.0227881925462318,0.00755971078050093,0.00230950042043614,0.00749825845810504,0.0130951745222865,0.0173641574024812,-0.00684041822192995,-0.00460768892215292,0.00682841000707213,0.0156990364487551,0.0211850475819319
"Eef1a1",0.0368200392876655,0.0372753532935728,0.00729450363302549,0.0337257206855527,-0.0661439733976398,0.0159616447326567,-0.0358011505896533,0.00823793041609524,-0.0390867161237078,0.00296886784557173,-0.076657194046951,0.0325330564053842,0.0472012672803697,0.0251168865372469,-0.0391590490465372
"Ncoa7",0.0144607773620844,-0.0314818277304647,-0.0396815025385748,-0.0214042405892587,-0.000246319853966981,0.017245018745316,0.0150132313676134,-0.00415698549332608,0.0186828785141455,-0.0290674211954023,-0.056750793666606,0.0197786505256764,-0.00494118787377222,-0.00855308752547908,0.0525962338160196
"Igsf9",0.022485829872373,-0.0192062612485003,0.0013316196818914,-0.0130553262633715,0.022569523281993,0.0179467528319473,0.00890776155001332,0.00529555373689742,-0.00314593359694654,0.00820717200405206,0.0203284205076884,-0.026752110035113,0.00518359593496931,0.0410201943072097,0.0451323570070399
"Fosl2",0.0286319713520378,-0.00554726383063682,0.00907815807001855,-0.0272137156808547,0.0160903549289854,0.00500990351573336,-0.0305050253521797,0.0170824195525269,0.0138976072110339,0.0133697181126511,0.00147918497602649,-0.00674132240226214,-0.0059505439602391,-0.00827542556576668,0.0388027706182638
"Tes",0.031054466134698,0.0197208132645148,-0.00824710422884572,-0.00909449616564404,0.00947060837921707,-0.023586664864892,0.029313697198769,-0.00308854186705248,-0.0123954850464564,0.0155150271165684,-0.0123775743246676,-0.0199105418322219,-0.0262456436172047,0.0207004911072147,-0.00992698098358593
"Cyp4f14",0.0161977359113573,-0.0317575373287224,-0.0247345080025951,0.00552319763533745,0.0145288411304738,0.0185147785914985,-0.00024699453879392,0.00825543331334673,-0.0351408306980993,-0.0145245534736955,-0.0123964397460595,0.0160071774400978,0.0179163099653814,0.0631633718254692,0.0157984675243128
"Taldo1",0.03653559843776,-0.0315608213769902,-0.0269622736774478,-0.0151921827807798,-0.0366256847926876,-0.0149007748569458,-0.00134109404359329,0.00214830917415277,-0.0109448571268155,-0.0202947753730195,-0.0158244863368428,-0.0026635378011699,-0.0210578903378364,-0.0288933915769481,-0.0285786538623474
"Arpc5",0.0388138717809364,0.00158687158716665,0.010425861579413,-0.0131562306380956,-0.0229811439225757,-0.0116148094838932,0.00238294325501883,0.00901835173630315,0.00134542870347995,-0.0202612795995028,-0.0171527302555627,0.00333743736759727,-0.00195633505935609,-0.00501321589617747,-0.0108628417224017
"H2-D1",0.0398896591723603,-0.00163648332990127,-0.00307119268314615,-0.0313267365803007,-0.0157388097569936,-0.0522648619192072,0.00847197939328654,0.0306101959006903,0.0252509765507696,-0.0421269409570972,-0.0296824457024762,0.0495812820218785,-0.0300433367772286,0.0140921459069657,0.0048187260167507
"Aldh1l1",0.0208178742426013,0.0313248019329326,0.0452166628318812,0.00804447590911145,-0.0188804410559198,-0.0242289178056351,0.0226631624110607,-0.00402932178016635,0.00608550114219019,0.011432907004631,-0.0205526956213336,-0.0481322931103418,-0.0029932921735972,-0.00447520732281667,0.00126963613846983
"Gpi1",0.0388559054729538,-0.00431628012264829,-0.0241773174407507,-0.00827586841633804,-0.0181862026187272,-0.00461656219372882,-1.82148151878844e-05,-0.0123850387298003,-0.00713990916535129,-0.0215631368302538,-0.0231086626138424,-0.0238374801926176,-0.00952212920108856,0.000791926542172399,-0.000570194836059404
"Cpn1",0.0125183809609846,-0.0314297387874083,-0.0264645052130823,-0.0160626962660426,0.0188796304449603,-0.00316117552205415,0.0084878600311728,0.00180710503724896,-0.0478961037053506,-0.0423903494187895,-0.0477493126398776,0.0069194709690287,-0.0339167901257924,-0.0150389977983647,0.0570489859986403
"Gpa33",0.0396052196031308,-0.0088143563719232,0.00795920325570269,0.0129063769898822,-0.00416227247417351,-0.046876295767408,0.00938821745758555,-0.0082389927724564,-0.00288568763897083,-0.0040547309884949,-0.0213354033189397,-0.00663713846041587,0.00683204638293376,-0.0234844077782651,0.00964201636685746
"Trim25",0.0280723554359744,-0.0139631112568803,-0.00224558873386578,-0.012759484529259,0.0237865442346326,0.00173819171407635,0.00172228853613232,-0.0242970952964786,-0.0106269671345756,-0.0152265320971823,-0.00189502436311195,0.0332363411889631,0.00115321039564953,-0.0112732542126787,-0.00655867680453645
"Ifngr2",0.0283389322030536,-0.00735244938109107,0.0102014159798468,-0.0111109561312897,0.00672455615174427,0.00521302187538337,0.0224086910571122,0.00864618909431689,0.0106597415979682,0.0272116559467029,-0.0306314614885262,-0.0137713916120937,0.0199392640444839,-0.0129896146887635,0.022818199796857
"Gm5485",0.0310299881093526,-0.0167682453981035,-0.00698011992724232,0.041417697476765,0.00531000622637558,-0.00799363622463791,-0.0210626076411733,-0.00202554410578579,0.0386038431044702,0.0184321518246219,-0.0219937133014774,0.0240229310247856,-0.000521615078641877,0.000991700335726955,0.0164485774317179
"Calm1",0.0411612777511634,0.00553745160673935,-0.00570338563733542,-0.0100250404964436,-0.0161832156984543,-0.0095714060646575,0.0137078761133857,0.00596992146547257,0.00278895319769279,-0.0178087300386773,-0.0364964912147193,-0.0312460190199098,0.0325232875454451,0.00354236874469336,-0.0280072043080397
"Gipc2",0.0293594983095773,-0.0197728779589878,-0.0021338962344973,0.0042945523896949,-0.00853795669988206,0.0159502660256418,0.0243570022171531,0.0161287911391199,0.00209354248030208,0.0204246484381855,-0.0318749691784372,-0.0111627684405362,-0.0282393821001328,-0.0143844470013396,-0.0119432928728742
"Fbxo25",0.0248378017707901,-0.0114017954428115,-0.00102959822436244,0.0101820209179245,0.0284565270339753,0.0249100585723252,0.0035731011110003,-0.00216380495869006,0.00482342052270302,0.0106970095667347,0.0113109908969197,0.00730344298453483,-0.00766418158387116,0.0139974634845427,-0.00621096439981638
"Lama3",0.0153944268225106,0.00574345533704306,0.0166005120615856,-0.0524536258548846,0.0219244105715701,-0.0101458405001486,0.0219331589441602,-0.0184461582342429,-0.00244134378624337,0.0298262154571783,-0.00514171172866354,0.0199472914341519,0.021622159632756,-0.0163057759356129,0.016911731736716
"Atp5b",0.0411878982026806,0.0016484960236063,-0.00944151296569389,0.0211978488363082,-0.0548777578326194,-0.0164935131957052,-0.00536607226145133,-0.00688425066346749,0.00255687910755764,0.000351276221355962,-0.0176342302754349,-0.0170339677486394,-0.0067118140508755,-0.00893991436147891,-0.0133409996841976
"Lgals3",0.0462706407699986,-0.0276203367305294,-0.0274195068449661,-0.0390003762388169,-0.0133114173220782,-0.0611759815088686,-0.0131463854933303,0.0385813984173657,0.0116739816534743,-0.0449968859983224,0.00337606465463298,-0.0767764368575194,-0.00167834489975986,-0.0195978697661528,-0.0367063493925129
"Cbr2",0.00883425762264931,0.0204416590263618,0.0255037752790146,-0.041585482491959,-0.0265240845569427,0.00945235993923181,-0.0873238839522577,-0.0323398398385941,-0.0214788325416974,0.00974318250176455,0.00329557740546618,-0.008424743788788,-0.0139491997790711,-0.0109534756212372,0.0204355935657605
"Slpi",0.00827526979692203,0.0196581933246667,0.0257915541740775,-0.0294551641701952,-0.00981247381152229,-0.000653206170221444,0.0075285827598007,0.0132216797821036,0.01280616705165,0.029730321832004,-0.012977835041525,-0.05960110016189,0.0687940431179508,0.0256181284130125,0.0431785247771437
"Pfkp",0.0284713154068441,0.000412528689708781,-0.00390919282513893,-0.00525961425880592,0.0147925450131676,0.023446956565416,0.00895178245629778,0.00477251982172106,0.0146928992426593,0.0196326487000024,0.0112966552932005,-0.0125013399662654,0.0107092423737806,0.0395407539147346,-0.00703643109692383
"Tapbp",0.0220967511355703,-0.0019298519032341,0.00897754992240927,-0.0188675898350293,0.0161777799933727,0.0229981876557617,0.0158105431621032,0.00158571915783834,-0.0192090463107841,0.0148505001374377,-0.0216502570648569,0.0430429587474272,0.0133736822387674,0.011374742305334,0.0126699120542329
"St6galnac6",0.0364820889595145,0.0101971541987814,0.0270718612891774,0.0329241696695097,-0.0512164283321527,-0.070830015768293,0.0306287761772737,-0.0419569742846914,-0.0352176483591975,-0.02101065982908,-0.0199409139655612,0.0122010108133818,0.00694595319256706,-0.00333778598375383,0.0627322783099734
"Cdx2",0.0246669334141952,-0.0356124906888983,-0.0180222470704358,0.0214048840142447,-0.0211819750101319,0.00603733318989439,0.0274753798073069,-0.00226050436611714,-0.0444531165202043,-0.0327424362633076,0.0558819598952636,0.0161848316087317,-0.00434478287133937,0.0232261264999962,-0.0297718913029001
"Hkdc1",0.0114302684143492,-0.0423871870666899,-0.0356479043049597,-0.00667816812524537,-0.0047577648775679,0.00909967465415813,-0.0141951806326264,0.012021718254925,0.0148790710724126,0.00667832171846251,-0.0419535818095736,0.00540221437770989,0.00134418180969137,-0.00509120322311191,0.0150574316917084
"Areg",0.0162991169754342,0.00438230953595813,0.0152070868923025,-0.0281794346451214,0.0287087267591711,0.00543944749564543,0.0197727437683556,-0.0167943147070253,-0.0216514585610659,0.00241684774510315,0.0117255190208876,0.00455088281203754,-0.0374732818398778,-0.00839893503863816,-0.0256679825635403
"Isx",0.0124854361151462,-0.0432647737716626,-0.0278711138845811,-0.0153305702240358,-0.0224585247371506,0.0111929907472328,0.0118506994080063,0.016198212101472,0.0165634590927276,0.0128079196244859,0.00602463358601977,0.00798609350174367,0.00702028269799568,0.0196737114554613,0.0149343544142417
"Dsc2",0.0275336180710702,-0.0202376613914162,0.0014570956949367,-0.04517974772701,-0.0314069748177595,-0.0146193211476001,0.00792684787573872,-0.0108630392182918,-0.0303853236962779,0.00101110474815749,-0.00546702309696272,-0.0227486809024747,-0.0141447726978245,0.0184121457072599,0.0225060199537081
