polygon_id,x,y
1,60500.209931566176,21381.926591836258
1,60826.71035699006,21165.921834392506
1,60989.96056970199,21633.9321421873
1,61112.39822923594,22029.94086416751
1,61438.89865465982,22209.944828703967
1,61765.3990800837,22569.952757776886
1,62173.52461186355,22785.957515220634
1,62500.025037287414,23073.963858478972
1,65152.8409938564,22929.9606868498
1,65356.903759746325,11049.69902744354
1,65152.8409938564,10905.69585581437
1,64928.37195137749,11157.701406165412
1,64744.71546207656,11373.706163609166
1,64540.65269618663,11697.713299774789
1,64234.55854735175,11913.718057218539
1,64010.08950487284,12201.724400476873
1,63806.02673898292,12381.728365013334
1,63663.18280285997,12597.733122457083
1,63479.52631355904,12885.739465715415
1,63295.86982425811,13065.743430251876
1,63214.24471790213,12849.738672808126
1,63418.30748379206,12597.733122457083
1,63642.77652627098,12381.728365013334
1,63908.058121927876,12237.725193384165
1,64050.90205805082,12057.721228847708
1,64193.745994173776,11877.71726431125
1,64254.96482394075,11625.711713960207
1,64243.0091266,10951.8033033
